FO,GEO,L,Lc,Lext,M,MUL,Rsh_c_n,Rsh_c_p,Rsh_ext_n,Rsh_ext_p,V_dd,V_th,W,a,beta_p_n,eps_cap,eps_semi,k_gate,mD_fac,mu_eff_n,mu_eff_p,rho_c_n,rho_c_p,tox,tsemi,C_load,C_par,C_wire,Edynamic,I_sub,I_tunnel,Ieff,Ioff,Lscale,NM_H,NM_L,Pstatic,R_avg_inv,R_wire,V_IH,V_IL,V_OH,V_OL,V_th_eff,area,config_hash,dVt,delay,delta,eot,n0,noise_margin,ring_oscillator_delay,slope_at_crossing
4.0,2.0,5e-09,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.71e-17,3.45e-19,4.43e-18,4.07e-09,1.3e-09,8.6e-18,6.67e-09,6.49e-10,2.38e-09,0.0589,0.0491,1.21e-10,27900000.0,80.0,0.121,0.0569,0.18,0.00778,0.53,3.5e-16,519688,0.312,0.61,0.312,2.92e-21,2.66,0.0491,0.0,-2.67
4.0,2.0,5e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.71e-17,3.45e-19,4.43e-18,4.07e-09,1.29e-09,8.6e-18,7.66e-09,6.47e-10,2.38e-09,0.0601,0.0506,1.2e-10,24300000.0,80.0,0.122,0.0562,0.182,0.00567,0.53,6.5e-16,519721,0.312,0.531,0.312,2.92e-21,2.66,0.0506,0.0,-2.72
4.0,2.0,5e-09,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.85e-17,6.91e-19,4.43e-18,4.39e-09,1.29e-09,8.6e-18,7.66e-09,6.47e-10,2.38e-09,0.0601,0.0506,1.2e-10,24300000.0,80.0,0.122,0.0562,0.182,0.00567,0.53,5.5e-16,519668,0.312,0.573,0.312,2.92e-21,2.66,0.0506,0.0,-2.72
4.0,2.0,5e-09,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.64e-17,1.73e-19,4.43e-18,3.91e-09,1.3e-09,8.6e-18,6.67e-09,6.49e-10,2.38e-09,0.0589,0.0491,1.21e-10,27900000.0,80.0,0.121,0.0569,0.18,0.00778,0.53,5.5e-16,519691,0.312,0.586,0.312,2.92e-21,2.66,0.0491,0.0,-2.67
4.0,2.0,5e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.64e-17,1.73e-19,4.43e-18,3.91e-09,1.29e-09,8.6e-18,7.28e-09,6.47e-10,2.38e-09,0.0597,0.0501,1.21e-10,25600000.0,80.0,0.121,0.0565,0.181,0.00638,0.53,6.5e-16,519681,0.312,0.537,0.312,2.92e-21,2.66,0.0501,0.0,-2.7
4.0,2.0,5e-09,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.71e-17,3.45e-19,4.43e-18,4.07e-09,1.29e-09,8.6e-18,7.28e-09,6.47e-10,2.38e-09,0.0597,0.0501,1.21e-10,25600000.0,80.0,0.121,0.0565,0.181,0.00637,0.53,4.5e-16,519705,0.312,0.559,0.312,2.92e-21,2.66,0.0501,0.0,-2.7
4.0,2.0,5e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.64e-17,1.73e-19,4.43e-18,3.91e-09,1.29e-09,8.6e-18,7.66e-09,6.47e-10,2.38e-09,0.0601,0.0506,1.2e-10,24300000.0,80.0,0.122,0.0562,0.182,0.00567,0.53,8.5e-16,519694,0.312,0.51,0.312,2.92e-21,2.66,0.0506,0.0,-2.72
4.0,2.0,5e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.6e-17,6.91e-19,4.43e-18,1.42e-08,1.37e-08,4.38e-86,7.21e-08,6.84e-09,1.91e-09,0.11,0.101,2.37e-09,4800000.0,80.0,0.212,0.128,0.323,0.0268,0.279,2.5e-16,519691,0.252,0.197,0.252,1.38e-21,2.02,0.101,0.0,-3.26
4.0,2.0,5e-09,2e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.6e-17,6.91e-19,4.43e-18,1.42e-08,1.37e-08,4.38e-86,1.27e-07,6.84e-09,1.91e-09,0.119,0.111,2.37e-09,2730000.0,80.0,0.215,0.125,0.335,0.0135,0.279,3.5e-16,519744,0.252,0.112,0.252,1.38e-21,2.02,0.111,0.0,-3.59
4.0,2.0,5e-09,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.6e-17,6.91e-19,4.43e-18,1.42e-08,1.36e-08,4.38e-86,2.18e-07,6.78e-09,1.91e-09,0.123,0.116,2.35e-09,1590000.0,80.0,0.218,0.122,0.34,0.00689,0.279,5.5e-16,519677,0.252,0.0653,0.252,1.38e-21,2.02,0.116,0.0,-3.73
4.0,2.0,5e-09,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.46e-17,3.45e-19,4.43e-18,1.36e-08,1.37e-08,4.38e-86,1.27e-07,6.84e-09,1.91e-09,0.119,0.111,2.37e-09,2730000.0,80.0,0.215,0.125,0.334,0.0135,0.279,4.5e-16,519707,0.252,0.107,0.252,1.38e-21,2.02,0.111,0.0,-3.59
4.0,2.0,5e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.39e-17,1.73e-19,4.43e-18,1.33e-08,1.36e-08,4.38e-86,2.17e-07,6.78e-09,1.91e-09,0.123,0.116,2.35e-09,1600000.0,80.0,0.218,0.122,0.34,0.00693,0.279,8.5e-16,519731,0.252,0.0615,0.252,1.38e-21,2.02,0.116,0.0,-3.73
4.0,2.0,5e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.46e-17,3.45e-19,4.43e-18,1.36e-08,1.36e-08,4.38e-86,2.17e-07,6.78e-09,1.91e-09,0.123,0.116,2.35e-09,1590000.0,80.0,0.218,0.122,0.34,0.0069,0.279,6.5e-16,519726,0.252,0.0627,0.252,1.38e-21,2.02,0.116,0.0,-3.73
4.0,2.0,5e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.39e-17,1.73e-19,4.43e-18,1.33e-08,1.37e-08,4.38e-86,1.27e-07,6.84e-09,1.91e-09,0.119,0.111,2.37e-09,2730000.0,80.0,0.215,0.125,0.334,0.0135,0.279,6.5e-16,519721,0.252,0.105,0.252,1.38e-21,2.02,0.111,0.0,-3.59
4.0,2.0,5e-09,2e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.94e-18,6.91e-19,4.43e-18,4.52e-09,5.92e-08,1.55e-110,1.32e-07,2.96e-08,3.15e-09,0.0835,0.0593,1.03e-08,2630000.0,80.0,0.208,0.124,0.292,0.0643,0.394,3.5e-16,519754,0.376,0.0343,0.376,8.85e-21,4.02,0.0593,0.0,-2.18
4.0,2.0,5e-09,2e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.59e-17,1.38e-18,4.43e-18,7.51e-09,1.18e-07,1.55e-110,2.64e-07,5.92e-08,3.15e-09,0.0835,0.0593,2.05e-08,1310000.0,80.0,0.208,0.124,0.292,0.0643,0.394,3.5e-16,519750,0.376,0.0285,0.376,8.85e-21,4.02,0.0593,0.0,-2.18
4.0,2.0,5e-09,2e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.31e-17,6.91e-19,4.43e-18,6.32e-09,1.18e-07,1.55e-110,2.64e-07,5.92e-08,3.15e-09,0.0835,0.0592,2.05e-08,1310000.0,80.0,0.208,0.124,0.292,0.0643,0.394,4.5e-16,519744,0.376,0.024,0.376,8.85e-21,4.02,0.0592,0.0,-2.18
4.0,2.0,5e-09,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.56e-18,3.45e-19,4.43e-18,3.93e-09,5.92e-08,1.55e-110,1.32e-07,2.96e-08,3.15e-09,0.0835,0.0592,1.03e-08,2630000.0,80.0,0.208,0.124,0.292,0.0643,0.394,4.5e-16,519743,0.376,0.0298,0.376,8.85e-21,4.02,0.0592,0.0,-2.18
4.0,2.0,5e-09,4e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.59e-17,1.38e-18,4.43e-18,7.51e-09,1.23e-07,1.55e-110,3.96e-07,6.17e-08,3.15e-09,0.0989,0.0784,2.14e-08,874000.0,80.0,0.217,0.114,0.316,0.0356,0.394,5.5e-16,519701,0.376,0.019,0.376,8.85e-21,4.02,0.0784,0.0,-2.41
4.0,2.0,5e-09,4e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.31e-17,6.91e-19,4.43e-18,6.32e-09,1.23e-07,1.55e-110,3.96e-07,6.17e-08,3.15e-09,0.0988,0.0784,2.14e-08,875000.0,80.0,0.217,0.114,0.316,0.0357,0.394,6.5e-16,519708,0.376,0.016,0.376,8.85e-21,4.02,0.0784,0.0,-2.41
4.0,2.0,5e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.56e-18,3.45e-19,4.43e-18,3.93e-09,6.17e-08,1.55e-110,1.98e-07,3.08e-08,3.15e-09,0.0988,0.0784,1.07e-08,1750000.0,80.0,0.217,0.114,0.316,0.0357,0.394,6.5e-16,519759,0.376,0.0198,0.376,8.85e-21,4.02,0.0784,0.0,-2.41
4.0,2.0,5e-09,4e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.97e-17,1.04e-18,4.43e-18,8.71e-09,1.85e-07,1.55e-110,5.94e-07,9.25e-08,3.15e-09,0.0988,0.0784,3.2e-08,583000.0,80.0,0.217,0.114,0.316,0.0357,0.394,6.5e-16,519697,0.376,0.0147,0.376,8.85e-21,4.02,0.0784,0.0,-2.41
4.0,2.0,5e-09,4e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.38e-17,2.07e-18,4.43e-18,1.05e-08,1.85e-07,1.55e-110,5.95e-07,9.25e-08,3.15e-09,0.0989,0.0784,3.2e-08,582000.0,80.0,0.217,0.114,0.316,0.0356,0.394,5.5e-16,519676,0.376,0.0177,0.376,8.85e-21,4.02,0.0784,0.0,-2.41
4.0,2.0,5e-09,2e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.38e-17,2.07e-18,4.43e-18,1.05e-08,1.78e-07,1.55e-110,3.96e-07,8.88e-08,3.15e-09,0.0835,0.0593,3.08e-08,876000.0,80.0,0.208,0.124,0.292,0.0643,0.394,3.5e-16,519661,0.376,0.0266,0.376,8.85e-21,4.02,0.0593,0.0,-2.18
4.0,2.0,5e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.87e-18,1.73e-19,4.43e-18,3.63e-09,5.92e-08,1.55e-110,1.32e-07,2.96e-08,3.15e-09,0.0834,0.0591,1.03e-08,2630000.0,80.0,0.208,0.124,0.292,0.0644,0.394,6.5e-16,519704,0.376,0.0276,0.376,8.85e-21,4.02,0.0591,0.0,-2.18
4.0,2.0,5e-09,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.94e-18,6.91e-19,4.43e-18,4.52e-09,6.17e-08,1.55e-110,1.98e-07,3.08e-08,3.15e-09,0.0989,0.0784,1.07e-08,1750000.0,80.0,0.217,0.114,0.316,0.0356,0.394,5.5e-16,519689,0.376,0.0228,0.376,8.85e-21,4.02,0.0784,0.0,-2.41
4.0,2.0,5e-09,4e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.76e-17,5.18e-19,4.43e-18,7.81e-09,1.85e-07,1.55e-110,5.93e-07,9.25e-08,3.15e-09,0.0988,0.0783,3.2e-08,584000.0,80.0,0.217,0.114,0.316,0.0358,0.394,8.5e-16,519720,0.376,0.0132,0.376,8.85e-21,4.02,0.0783,0.0,-2.41
4.0,2.0,5e-09,4e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.17e-17,3.45e-19,4.43e-18,5.72e-09,1.23e-07,1.55e-110,3.95e-07,6.17e-08,3.15e-09,0.0988,0.0783,2.14e-08,876000.0,80.0,0.217,0.114,0.316,0.0358,0.394,8.5e-16,519683,0.376,0.0145,0.376,8.85e-21,4.02,0.0783,0.0,-2.41
4.0,2.0,5e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.87e-18,1.73e-19,4.43e-18,3.63e-09,6.17e-08,1.55e-110,1.98e-07,3.08e-08,3.15e-09,0.0988,0.0783,1.07e-08,1750000.0,80.0,0.217,0.114,0.316,0.0358,0.394,8.5e-16,519764,0.376,0.0183,0.376,8.85e-21,4.02,0.0783,0.0,-2.41
4.0,2.0,5e-09,2e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.97e-17,1.04e-18,4.43e-18,8.71e-09,1.78e-07,1.55e-110,3.95e-07,8.88e-08,3.15e-09,0.0835,0.0592,3.08e-08,876000.0,80.0,0.208,0.124,0.292,0.0643,0.394,4.5e-16,519748,0.376,0.022,0.376,8.85e-21,4.02,0.0592,0.0,-2.18
4.0,2.0,5e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.6e-17,6.91e-19,4.43e-18,1.42e-08,5.78e-11,3.28e-16,7.28e-09,2.89e-11,1.91e-09,0.125,0.119,1e-11,47600000.0,80.0,0.221,0.119,0.346,0.000309,0.561,2.5e-16,519743,0.252,1.96,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,2e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.6e-17,6.91e-19,4.43e-18,1.42e-08,5.78e-11,3.28e-16,8.41e-09,2.89e-11,1.91e-09,0.125,0.119,1e-11,41200000.0,80.0,0.221,0.119,0.346,0.000252,0.561,3.5e-16,519698,0.252,1.69,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,1e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.19e-17,1.38e-18,4.43e-18,2.69e-08,1.16e-10,3.28e-16,1.46e-08,5.78e-11,1.91e-09,0.125,0.119,2e-11,23800000.0,80.0,0.221,0.119,0.346,0.000309,0.561,2.5e-16,519701,0.252,1.85,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,1e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.08e-16,2.07e-18,4.43e-18,3.96e-08,1.73e-10,3.28e-16,2.18e-08,8.67e-11,1.91e-09,0.125,0.119,3e-11,15900000.0,80.0,0.221,0.119,0.346,0.000309,0.561,2.5e-16,519708,0.252,1.81,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,2e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.19e-17,1.38e-18,4.43e-18,2.69e-08,1.16e-10,3.28e-16,1.68e-08,5.78e-11,1.91e-09,0.125,0.119,2e-11,20600000.0,80.0,0.221,0.119,0.346,0.000252,0.561,3.5e-16,519667,0.252,1.6,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,2e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.08e-16,2.07e-18,4.43e-18,3.96e-08,1.73e-10,3.28e-16,2.52e-08,8.67e-11,1.91e-09,0.125,0.119,3e-11,13700000.0,80.0,0.221,0.119,0.346,0.000252,0.561,3.5e-16,519759,0.252,1.57,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.6e-17,6.91e-19,4.43e-18,1.42e-08,5.78e-11,3.28e-16,9.21e-09,2.89e-11,1.91e-09,0.125,0.119,1e-11,37600000.0,80.0,0.221,0.119,0.346,0.000224,0.561,5.5e-16,519716,0.252,1.54,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.46e-17,3.45e-19,4.43e-18,1.36e-08,5.78e-11,3.28e-16,7.28e-09,2.89e-11,1.91e-09,0.125,0.119,1e-11,47600000.0,80.0,0.221,0.119,0.346,0.000309,0.561,3.5e-16,519661,0.252,1.87,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,2e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.92e-17,6.91e-19,4.43e-18,2.57e-08,1.16e-10,3.28e-16,1.68e-08,5.78e-11,1.91e-09,0.125,0.119,2e-11,20600000.0,80.0,0.221,0.119,0.346,0.000252,0.561,4.5e-16,519706,0.252,1.53,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,2e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.04e-16,1.04e-18,4.43e-18,3.78e-08,1.73e-10,3.28e-16,2.52e-08,8.67e-11,1.91e-09,0.125,0.119,3e-11,13700000.0,80.0,0.221,0.119,0.346,0.000252,0.561,4.5e-16,519689,0.252,1.5,0.252,1.38e-21,2.02,0.119,0.0,-3.86
4.0,2.0,5e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,5e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.46e-17,3.45e-19,4.43e-18,1.36e-08,5.78e-11,3.28e-16,9.21e-09,2.89e-11,1.91e-09,0.125,0.119,1e-11,37600000.0,80.0,0.221,0.119,0.346,0.000224,0.561,6.5e-16,519751,0.252,1.48,0.252,1.38e-21,2.02,0.119,0.0,-3.86
