Edynamic,Ieff,Ioff,Lscale,Pstatic,V_th_eff,area,delay,delta,n0,L,V_dd,V_th,W,k_gate,tox
8.85e-09,8.86e-10,1.02e-18,2.81e-08,7.5e-19,0.9,3.75e-16,27.3,0.137,1.38,3.56e-08,0.733,1.0,1.06e-08,14.5,6.7e-08
9.05e-09,5.36e-12,2.2e-22,2.2e-08,1.61e-22,1.04,3.75e-16,4610.0,0.079,1.19,3.56e-08,0.733,1.1,1.06e-08,3.9,1.2e-08
9.59e-09,8.74e-13,6.81e-238,1.62e-08,4.99e-238,1.08,3.75e-16,29900.0,0.0319,1.07,3.56e-08,0.733,1.1,1.06e-08,14.5,2.3e-08
9.22e-09,1.98e-12,3.4099999999999995e-23,1.92e-08,2.4999999999999998e-23,1.06,3.75e-16,12700.0,0.0543,1.12,3.56e-08,0.733,1.1,1.06e-08,14.5,3.4e-08
9.04e-09,5.66e-12,2.72e-22,2.21e-08,2e-22,1.04,3.75e-16,4360.0,0.0803,1.19,3.56e-08,0.733,1.1,1.06e-08,14.5,4.5e-08
8.93e-09,1.75e-11,3.97e-21,2.51e-08,2.9100000000000002e-21,1.02,3.75e-16,1390.0,0.108,1.28,3.56e-08,0.733,1.1,1.06e-08,14.5,5.6e-08
2.38e-08,5.72e-06,8.73e-20,1.1e-08,7.95e-20,0.794,3.75e-16,0.00914,0.00624,1.01,3.56e-08,0.911,0.8,1.06e-08,3.9,1e-09
1.48e-08,1.1e-06,1.66e-19,1.62e-08,1.52e-19,0.771,3.75e-16,0.0295,0.0319,1.07,3.56e-08,0.911,0.8,1.06e-08,14.5,2.3e-08
1.64e-08,1.88e-06,6.17e-20,1.32e-08,5.62e-20,0.787,3.75e-16,0.0191,0.0147,1.03,3.56e-08,0.911,0.8,1.06e-08,14.5,1.2e-08
1.4e-08,3.43e-07,2.45e-19,2.2e-08,2.23e-19,0.828,3.75e-16,0.0894,0.079,1.19,3.56e-08,0.911,0.9,1.06e-08,3.9,1.2e-08
1.64e-08,5.05e-07,1.43e-21,1.32e-08,1.3e-21,0.887,3.75e-16,0.0713,0.0147,1.03,3.56e-08,0.911,0.9,1.06e-08,14.5,1.2e-08
1.48e-08,3.6e-07,4.480000000000001e-21,1.62e-08,4.08e-21,0.871,3.75e-16,0.0901,0.0319,1.07,3.56e-08,0.911,0.9,1.06e-08,14.5,2.3e-08
1.42e-08,3.38e-07,2.9e-20,1.92e-08,2.64e-20,0.85,3.75e-16,0.0924,0.0543,1.12,3.56e-08,0.911,0.9,1.06e-08,14.5,3.4e-08
1.4e-08,3.43e-07,2.75e-19,2.21e-08,2.51e-19,0.827,3.75e-16,0.0893,0.0803,1.19,3.56e-08,0.911,0.9,1.06e-08,14.5,4.5e-08
1.4e-08,5.63e-08,9.460000000000001e-21,2.2e-08,8.620000000000001e-21,0.928,3.75e-16,0.544,0.079,1.19,3.56e-08,0.911,1.0,1.06e-08,3.9,1.2e-08
1.64e-08,2.3e-08,0.0,1.32e-08,0.0,0.987,3.75e-16,1.56,0.0147,1.03,3.56e-08,0.911,1.0,1.06e-08,14.5,1.2e-08
1.48e-08,2.35e-08,9.629999999999999e-23,1.62e-08,8.769999999999999e-23,0.971,3.75e-16,1.38,0.0319,1.07,3.56e-08,0.911,1.0,1.06e-08,14.5,2.3e-08
1.42e-08,3.52e-08,9.2e-22,1.92e-08,8.38e-22,0.95,3.75e-16,0.889,0.0543,1.12,3.56e-08,0.911,1.0,1.06e-08,14.5,3.4e-08
1.4e-08,5.77e-08,1.07e-20,2.21e-08,9.78e-21,0.927,3.75e-16,0.531,0.0803,1.19,3.56e-08,0.911,1.0,1.06e-08,14.5,4.5e-08
1.38e-08,8.96e-08,1.47e-19,2.51e-08,1.34e-19,0.901,3.75e-16,0.338,0.108,1.28,3.56e-08,0.911,1.0,1.06e-08,14.5,5.6e-08
1.4e-08,2.72e-09,3.5700000000000003e-22,2.2e-08,3.26e-22,1.03,3.75e-16,11.3,0.079,1.19,3.56e-08,0.911,1.1,1.06e-08,3.9,1.2e-08
1.48e-08,6.66e-10,0.0,1.62e-08,0.0,1.07,3.75e-16,48.8,0.0319,1.07,3.56e-08,0.911,1.1,1.06e-08,14.5,2.3e-08
1.42e-08,1.26e-09,3.4099999999999995e-23,1.92e-08,3.1e-23,1.05,3.75e-16,24.9,0.0543,1.12,3.56e-08,0.911,1.1,1.06e-08,14.5,3.4e-08
1.4e-08,2.84e-09,4.0900000000000002e-22,2.21e-08,3.72e-22,1.03,3.75e-16,10.8,0.0803,1.19,3.56e-08,0.911,1.1,1.06e-08,14.5,4.5e-08
1.38e-08,6.62e-09,7.11e-21,2.51e-08,6.480000000000001e-21,1.0,3.75e-16,4.57,0.108,1.28,3.56e-08,0.911,1.1,1.06e-08,14.5,5.6e-08
2.11e-08,2.54e-06,2.04e-19,1.62e-08,2.22e-19,0.765,3.75e-16,0.0153,0.0319,1.07,3.56e-08,1.09,0.8,1.06e-08,14.5,2.3e-08
2.34e-08,4.6e-06,6.81e-20,1.32e-08,7.42e-20,0.784,3.75e-16,0.00935,0.0147,1.03,3.56e-08,1.09,0.8,1.06e-08,14.5,1.2e-08
3.4e-08,9.56e-06,1.9900000000000003e-21,1.1e-08,2.17e-21,0.893,3.75e-16,0.00654,0.00624,1.01,3.56e-08,1.09,0.9,1.06e-08,3.9,1e-09
2.34e-08,3.09e-06,1.6100000000000001e-21,1.32e-08,1.75e-21,0.884,3.75e-16,0.0139,0.0147,1.03,3.56e-08,1.09,0.9,1.06e-08,14.5,1.2e-08
7.56e-08,3.47e-05,6.240000000000001e-21,1.03e-08,6.790000000000001e-21,0.895,3.75e-16,0.004,0.00435,1.01,3.56e-08,1.09,0.9,1.06e-08,14.5,1e-09
2.11e-08,1.75e-06,5.490000000000001e-21,1.62e-08,5.97e-21,0.865,3.75e-16,0.0221,0.0319,1.07,3.56e-08,1.09,0.9,1.06e-08,14.5,2.3e-08
2.03e-08,1.31e-06,4.05e-20,1.92e-08,4.41e-20,0.841,3.75e-16,0.0285,0.0543,1.12,3.56e-08,1.09,0.9,1.06e-08,14.5,3.4e-08
1.99e-08,7.05e-07,1.5e-20,2.2e-08,1.63e-20,0.914,3.75e-16,0.052,0.079,1.19,3.56e-08,1.09,1.0,1.06e-08,3.9,1.2e-08
2.34e-08,1.59e-06,0.0,1.32e-08,0.0,0.984,3.75e-16,0.027,0.0147,1.03,3.56e-08,1.09,1.0,1.06e-08,14.5,1.2e-08
2.11e-08,9.72e-07,1.44e-22,1.62e-08,1.57e-22,0.965,3.75e-16,0.0399,0.0319,1.07,3.56e-08,1.09,1.0,1.06e-08,14.5,2.3e-08
2.03e-08,7.84e-07,1.29e-21,1.92e-08,1.41e-21,0.941,3.75e-16,0.0477,0.0543,1.12,3.56e-08,1.09,1.0,1.06e-08,14.5,3.4e-08
1.99e-08,3.12e-07,5.77e-22,2.2e-08,6.29e-22,1.01,3.75e-16,0.117,0.079,1.19,3.56e-08,1.09,1.1,1.06e-08,3.9,1.2e-08
2.11e-08,2.62e-07,0.0,1.62e-08,0.0,1.07,3.75e-16,0.148,0.0319,1.07,3.56e-08,1.09,1.1,1.06e-08,14.5,2.3e-08
2.03e-08,2.81e-07,3.4099999999999995e-23,1.92e-08,3.71e-23,1.04,3.75e-16,0.133,0.0543,1.12,3.56e-08,1.09,1.1,1.06e-08,14.5,3.4e-08
3.17e-08,7.32e-06,7.51e-20,1.32e-08,9.51e-20,0.781,3.75e-16,0.00683,0.0147,1.03,3.56e-08,1.27,0.8,1.06e-08,14.5,1.2e-08
3.17e-08,5.81e-06,1.79e-21,1.32e-08,2.26e-21,0.881,3.75e-16,0.0086,0.0147,1.03,3.56e-08,1.27,0.9,1.06e-08,14.5,1.2e-08
4.6e-08,1.34e-05,6.26e-20,1.1e-08,7.93e-20,0.992,3.75e-16,0.00542,0.00624,1.01,3.56e-08,1.27,1.0,1.06e-08,3.9,1e-09
3.17e-08,4.3e-06,2.7699999999999997e-297,1.32e-08,3.51e-297,0.981,3.75e-16,0.0116,0.0147,1.03,3.56e-08,1.27,1.0,1.06e-08,14.5,1.2e-08
2.86e-08,2.41e-06,1.9300000000000001e-22,1.62e-08,2.44e-22,0.96,3.75e-16,0.0188,0.0319,1.07,3.56e-08,1.27,1.0,1.06e-08,14.5,2.3e-08
1.02e-07,4.88e-05,4e-20,1.03e-08,5.06e-20,0.994,3.75e-16,0.00331,0.00435,1.01,3.56e-08,1.27,1.0,1.06e-08,14.5,1e-09
4.6e-08,8.53e-06,1.9800000000000002e-32,1.1e-08,2.51e-32,1.09,3.75e-16,0.00852,0.00624,1.01,3.56e-08,1.27,1.1,1.06e-08,3.9,1e-09
3.17e-08,2.8e-06,0.0,1.32e-08,0.0,1.08,3.75e-16,0.0179,0.0147,1.03,3.56e-08,1.27,1.1,1.06e-08,14.5,1.2e-08
1.02e-07,3.09e-05,6.69e-33,1.03e-08,8.480000000000001e-33,1.09,3.75e-16,0.00523,0.00435,1.01,3.56e-08,1.27,1.1,1.06e-08,14.5,1e-09
4.12e-08,1e-05,8.29e-20,1.32e-08,1.2e-19,0.779,3.75e-16,0.00568,0.0147,1.03,3.56e-08,1.44,0.8,1.06e-08,14.5,1.2e-08
4.12e-08,7.03e-06,8.93e-23,1.32e-08,1.29e-22,0.979,3.75e-16,0.00812,0.0147,1.03,3.56e-08,1.44,1.0,1.06e-08,14.5,1.2e-08
4.12e-08,5.52e-06,1.4299999999999999e-242,1.32e-08,2.07e-242,1.08,3.75e-16,0.0103,0.0147,1.03,3.56e-08,1.44,1.1,1.06e-08,14.5,1.2e-08
3.72e-08,3.06e-06,0.0,1.62e-08,0.0,1.05,3.75e-16,0.0168,0.0319,1.07,3.56e-08,1.44,1.1,1.06e-08,14.5,2.3e-08
5.2e-08,1.28e-05,9.15e-20,1.32e-08,1.48e-19,0.776,3.75e-16,0.00502,0.0147,1.03,3.56e-08,1.62,0.8,1.06e-08,14.5,1.2e-08
5.2e-08,1.13e-05,2.14e-21,1.32e-08,3.4800000000000006e-21,0.876,3.75e-16,0.00569,0.0147,1.03,3.56e-08,1.62,0.9,1.06e-08,14.5,1.2e-08
5.2e-08,9.75e-06,8.93e-23,1.32e-08,1.45e-22,0.976,3.75e-16,0.00657,0.0147,1.03,3.56e-08,1.62,1.0,1.06e-08,14.5,1.2e-08
5.2e-08,8.24e-06,1e-176,1.32e-08,1.63e-176,1.08,3.75e-16,0.00777,0.0147,1.03,3.56e-08,1.62,1.1,1.06e-08,14.5,1.2e-08
4.69e-08,4.5e-06,0.0,1.62e-08,0.0,1.05,3.75e-16,0.0128,0.0319,1.07,3.56e-08,1.62,1.1,1.06e-08,14.5,2.3e-08
6.4e-08,1.55e-05,1.01e-19,1.32e-08,1.82e-19,0.774,3.75e-16,0.00459,0.0147,1.03,3.56e-08,1.8,0.8,1.06e-08,14.5,1.2e-08
6.4e-08,1.4e-05,2.41e-21,1.32e-08,4.34e-21,0.874,3.75e-16,0.00508,0.0147,1.03,3.56e-08,1.8,0.9,1.06e-08,14.5,1.2e-08
6.4e-08,1.25e-05,8.93e-23,1.32e-08,1.61e-22,0.974,3.75e-16,0.0057,0.0147,1.03,3.56e-08,1.8,1.0,1.06e-08,14.5,1.2e-08
6.4e-08,1.1e-05,6.34e-142,1.32e-08,1.14e-141,1.07,3.75e-16,0.00648,0.0147,1.03,3.56e-08,1.8,1.1,1.06e-08,14.5,1.2e-08
5.78e-08,5.94e-06,2.2999999999999998e-268,1.62e-08,4.14e-268,1.04,3.75e-16,0.0108,0.0319,1.07,3.56e-08,1.8,1.1,1.06e-08,14.5,2.3e-08
1.12e-09,8.61e-07,6.09e-10,1.1e-08,1.22e-10,0.199,3.56e-16,0.013,0.00624,1.01,3.56e-08,0.2,0.2,1e-08,3.9,1e-09
6.71e-10,1.14e-07,2.89e-10,2.2e-08,5.78e-11,0.184,3.56e-16,0.0588,0.079,1.19,3.56e-08,0.2,0.2,1e-08,3.9,1.2e-08
7.81e-10,2.83e-07,2.32e-10,1.32e-08,4.65e-11,0.197,3.56e-16,0.0276,0.0147,1.03,3.56e-08,0.2,0.2,1e-08,14.5,1.2e-08
7.09e-10,1.66e-07,1.84e-10,1.62e-08,3.68e-11,0.194,3.56e-16,0.0428,0.0319,1.07,3.56e-08,0.2,0.2,1e-08,14.5,2.3e-08
6.83e-10,1.29e-07,2.13e-10,1.92e-08,4.26e-11,0.189,3.56e-16,0.0529,0.0543,1.12,3.56e-08,0.2,0.2,1e-08,14.5,3.4e-08
6.7e-10,1.14e-07,2.94e-10,2.21e-08,5.89e-11,0.184,3.56e-16,0.059,0.0803,1.19,3.56e-08,0.2,0.2,1e-08,14.5,4.5e-08
6.62e-10,1.06e-07,4.44e-10,2.51e-08,8.88e-11,0.178,3.56e-16,0.0625,0.108,1.28,3.56e-08,0.2,0.2,1e-08,14.5,5.6e-08
1.12e-09,2.74e-08,1.34e-11,1.1e-08,2.68e-12,0.299,3.56e-16,0.409,0.00624,1.01,3.56e-08,0.2,0.3,1e-08,3.9,1e-09
6.71e-10,7.26e-09,1.12e-11,2.2e-08,2.23e-12,0.284,3.56e-16,0.924,0.079,1.19,3.56e-08,0.2,0.3,1e-08,3.9,1.2e-08
7.81e-10,9.76e-09,5.46e-12,1.32e-08,1.09e-12,0.297,3.56e-16,0.8,0.0147,1.03,3.56e-08,0.2,0.3,1e-08,14.5,1.2e-08
7.09e-10,6.75e-09,4.94e-12,1.62e-08,9.88e-13,0.294,3.56e-16,1.05,0.0319,1.07,3.56e-08,0.2,0.3,1e-08,14.5,2.3e-08
6.83e-10,6.53e-09,6.8e-12,1.92e-08,1.36e-12,0.289,3.56e-16,1.05,0.0543,1.12,3.56e-08,0.2,0.3,1e-08,14.5,3.4e-08
6.7e-10,7.32e-09,1.15e-11,2.21e-08,2.3e-12,0.284,3.56e-16,0.916,0.0803,1.19,3.56e-08,0.2,0.3,1e-08,14.5,4.5e-08
6.62e-10,8.8e-09,2.15e-11,2.51e-08,4.31e-12,0.278,3.56e-16,0.753,0.108,1.28,3.56e-08,0.2,0.3,1e-08,14.5,5.6e-08
6.71e-10,2.89e-10,4.31e-13,2.2e-08,8.62e-14,0.384,3.56e-16,23.2,0.079,1.19,3.56e-08,0.2,0.4,1e-08,3.9,1.2e-08
7.81e-10,2.32e-10,1.28e-13,1.32e-08,2.57e-14,0.397,3.56e-16,33.6,0.0147,1.03,3.56e-08,0.2,0.4,1e-08,14.5,1.2e-08
1.12e-09,6.09e-10,2.95e-13,1.1e-08,5.9e-14,0.399,3.56e-16,18.4,0.00624,1.01,3.56e-08,0.2,0.4,1e-08,3.9,1e-09
7.09e-10,1.84e-10,1.33e-13,1.62e-08,2.65e-14,0.394,3.56e-16,38.5,0.0319,1.07,3.56e-08,0.2,0.4,1e-08,14.5,2.3e-08
6.83e-10,2.13e-10,2.17e-13,1.92e-08,4.34e-14,0.389,3.56e-16,32.1,0.0543,1.12,3.56e-08,0.2,0.4,1e-08,14.5,3.4e-08
6.7e-10,2.94e-10,4.48e-13,2.21e-08,8.97e-14,0.384,3.56e-16,22.8,0.0803,1.19,3.56e-08,0.2,0.4,1e-08,14.5,4.5e-08
6.62e-10,4.44e-10,1.04e-12,2.51e-08,2.08e-13,0.378,3.56e-16,14.9,0.108,1.28,3.56e-08,0.2,0.4,1e-08,14.5,5.6e-08
6.57e-10,6.96e-10,2.55e-12,2.81e-08,5.1e-13,0.373,3.56e-16,9.44,0.137,1.38,3.56e-08,0.2,0.4,1e-08,14.5,6.7e-08
6.71e-10,1.12e-11,1.66e-14,2.2e-08,3.33e-15,0.484,3.56e-16,600.0,0.079,1.19,3.56e-08,0.2,0.5,1e-08,3.9,1.2e-08
7.81e-10,5.46e-12,3.01e-15,1.32e-08,6.03e-16,0.497,3.56e-16,1430.0,0.0147,1.03,3.56e-08,0.2,0.5,1e-08,14.5,1.2e-08
7.09e-10,4.94e-12,3.56e-15,1.62e-08,7.11e-16,0.494,3.56e-16,1430.0,0.0319,1.07,3.56e-08,0.2,0.5,1e-08,14.5,2.3e-08
6.83e-10,6.8e-12,6.93e-15,1.92e-08,1.39e-15,0.489,3.56e-16,1000.0,0.0543,1.12,3.56e-08,0.2,0.5,1e-08,14.5,3.4e-08
6.7e-10,1.15e-11,1.75e-14,2.21e-08,3.5e-15,0.484,3.56e-16,583.0,0.0803,1.19,3.56e-08,0.2,0.5,1e-08,14.5,4.5e-08
6.62e-10,2.15e-11,5.04e-14,2.51e-08,1.01e-14,0.478,3.56e-16,307.0,0.108,1.28,3.56e-08,0.2,0.5,1e-08,14.5,5.6e-08
6.57e-10,4.22e-11,1.54e-13,2.81e-08,3.08e-14,0.473,3.56e-16,156.0,0.137,1.38,3.56e-08,0.2,0.5,1e-08,14.5,6.7e-08
6.71e-10,4.31e-13,6.43e-16,2.2e-08,1.29e-16,0.584,3.56e-16,15600.0,0.079,1.19,3.56e-08,0.2,0.6,1e-08,3.9,1.2e-08
7.81e-10,1.28e-13,7.08e-17,1.32e-08,1.42e-17,0.597,3.56e-16,60900.0,0.0147,1.03,3.56e-08,0.2,0.6,1e-08,14.5,1.2e-08
7.09e-10,1.33e-13,9.54e-17,1.62e-08,1.91e-17,0.594,3.56e-16,53500.0,0.0319,1.07,3.56e-08,0.2,0.6,1e-08,14.5,2.3e-08
6.7e-10,4.48e-13,6.82e-16,2.21e-08,1.36e-16,0.584,3.56e-16,14900.0,0.0803,1.19,3.56e-08,0.2,0.6,1e-08,14.5,4.5e-08
6.83e-10,2.17e-13,2.21e-16,1.92e-08,4.42e-17,0.589,3.56e-16,31500.0,0.0543,1.12,3.56e-08,0.2,0.6,1e-08,14.5,3.4e-08
6.62e-10,1.04e-12,2.44e-15,2.51e-08,4.88e-16,0.578,3.56e-16,6350.0,0.108,1.28,3.56e-08,0.2,0.6,1e-08,14.5,5.6e-08
6.57e-10,2.55e-12,9.3e-15,2.81e-08,1.86e-15,0.573,3.56e-16,2580.0,0.137,1.38,3.56e-08,0.2,0.6,1e-08,14.5,6.7e-08
7.81e-10,3.01e-15,1.66e-18,1.32e-08,3.33e-19,0.697,3.56e-16,2590000.0,0.0147,1.03,3.56e-08,0.2,0.7,1e-08,14.5,1.2e-08
6.71e-10,1.66e-14,2.48e-17,2.2e-08,4.96e-18,0.684,3.56e-16,403000.0,0.079,1.19,3.56e-08,0.2,0.7,1e-08,3.9,1.2e-08
7.09e-10,3.56e-15,2.56e-18,1.62e-08,5.12e-19,0.694,3.56e-16,1990000.0,0.0319,1.07,3.56e-08,0.2,0.7,1e-08,14.5,2.3e-08
6.7e-10,1.75e-14,2.66e-17,2.21e-08,5.32e-18,0.684,3.56e-16,383000.0,0.0803,1.19,3.56e-08,0.2,0.7,1e-08,14.5,4.5e-08
6.83e-10,6.93e-15,7.05e-18,1.92e-08,1.41e-18,0.689,3.56e-16,986000.0,0.0543,1.12,3.56e-08,0.2,0.7,1e-08,14.5,3.4e-08
6.62e-10,5.04e-14,1.18e-16,2.51e-08,2.36e-17,0.678,3.56e-16,131000.0,0.108,1.28,3.56e-08,0.2,0.7,1e-08,14.5,5.6e-08
6.57e-10,1.54e-13,5.61e-16,2.81e-08,1.12e-16,0.673,3.56e-16,42700.0,0.137,1.38,3.56e-08,0.2,0.7,1e-08,14.5,6.7e-08
6.71e-10,6.43e-16,9.58e-19,2.2e-08,1.92e-19,0.784,3.56e-16,10400000.0,0.079,1.19,3.56e-08,0.2,0.8,1e-08,3.9,1.2e-08
7.81e-10,7.08e-17,3.91e-20,1.32e-08,7.82e-21,0.797,3.56e-16,110000000.0,0.0147,1.03,3.56e-08,0.2,0.8,1e-08,14.5,1.2e-08
7.09e-10,9.54e-17,6.86e-20,1.62e-08,1.37e-20,0.794,3.56e-16,74300000.0,0.0319,1.07,3.56e-08,0.2,0.8,1e-08,14.5,2.3e-08
6.83e-10,2.21e-16,2.25e-19,1.92e-08,4.5e-20,0.789,3.56e-16,30900000.0,0.0543,1.12,3.56e-08,0.2,0.8,1e-08,14.5,3.4e-08
6.7e-10,6.82e-16,1.04e-18,2.21e-08,2.08e-19,0.784,3.56e-16,9830000.0,0.0803,1.19,3.56e-08,0.2,0.8,1e-08,14.5,4.5e-08
6.62e-10,2.44e-15,5.72e-18,2.51e-08,1.14e-18,0.778,3.56e-16,2710000.0,0.108,1.28,3.56e-08,0.2,0.8,1e-08,14.5,5.6e-08
6.57e-10,9.3e-15,3.39e-17,2.81e-08,6.78e-18,0.773,3.56e-16,707000.0,0.137,1.38,3.56e-08,0.2,0.8,1e-08,14.5,6.7e-08
7.09e-10,2.56e-18,1.85e-21,1.62e-08,3.7e-22,0.894,3.56e-16,2770000000.0,0.0319,1.07,3.56e-08,0.2,0.9,1e-08,14.5,2.3e-08
6.83e-10,7.05e-18,7.19e-21,1.92e-08,1.4400000000000001e-21,0.889,3.56e-16,968000000.0,0.0543,1.12,3.56e-08,0.2,0.9,1e-08,14.5,3.4e-08
6.7e-10,2.66e-17,4.05e-20,2.21e-08,8.100000000000001e-21,0.884,3.56e-16,252000000.0,0.0803,1.19,3.56e-08,0.2,0.9,1e-08,14.5,4.5e-08
6.62e-10,1.18e-16,2.77e-19,2.51e-08,5.53e-20,0.878,3.56e-16,56100000.0,0.108,1.28,3.56e-08,0.2,0.9,1e-08,14.5,5.6e-08
6.57e-10,5.61e-16,2.05e-18,2.81e-08,4.1e-19,0.873,3.56e-16,11700000.0,0.137,1.38,3.56e-08,0.2,0.9,1e-08,14.5,6.7e-08
6.57e-10,3.39e-17,1.24e-19,2.81e-08,2.49e-20,0.973,3.56e-16,194000000.0,0.137,1.38,3.56e-08,0.2,1.0,1e-08,14.5,6.7e-08
2.79e-09,1.2e-06,6.08e-12,1.32e-08,2.3e-12,0.294,3.56e-16,0.0122,0.0147,1.03,3.56e-08,0.378,0.3,1e-08,14.5,1.2e-08
2.39e-09,4.13e-07,1.78e-11,2.2e-08,6.72e-12,0.27,3.56e-16,0.0306,0.079,1.19,3.56e-08,0.378,0.3,1e-08,3.9,1.2e-08
2.53e-09,6.74e-07,6.12e-12,1.62e-08,2.31e-12,0.288,3.56e-16,0.0199,0.0319,1.07,3.56e-08,0.378,0.3,1e-08,14.5,2.3e-08
2.44e-09,4.96e-07,9.57e-12,1.92e-08,3.61e-12,0.279,3.56e-16,0.026,0.0543,1.12,3.56e-08,0.378,0.3,1e-08,14.5,3.4e-08
2.36e-09,3.6e-07,3.89e-11,2.51e-08,1.47e-11,0.259,3.56e-16,0.0347,0.108,1.28,3.56e-08,0.378,0.3,1e-08,14.5,5.6e-08
2.39e-09,9.65e-08,6.87e-13,2.2e-08,2.59e-13,0.37,3.56e-16,0.131,0.079,1.19,3.56e-08,0.378,0.4,1e-08,3.9,1.2e-08
4e-09,4.65e-07,3.11e-13,1.1e-08,1.17e-13,0.398,3.56e-16,0.0455,0.00624,1.01,3.56e-08,0.378,0.4,1e-08,3.9,1e-09
2.79e-09,1.63e-07,1.43e-13,1.32e-08,5.39e-14,0.394,3.56e-16,0.0905,0.0147,1.03,3.56e-08,0.378,0.4,1e-08,14.5,1.2e-08
2.53e-09,1.08e-07,1.64e-13,1.62e-08,6.2e-14,0.388,3.56e-16,0.124,0.0319,1.07,3.56e-08,0.378,0.4,1e-08,14.5,2.3e-08
2.44e-09,9.64e-08,3.05e-13,1.92e-08,1.15e-13,0.379,3.56e-16,0.134,0.0543,1.12,3.56e-08,0.378,0.4,1e-08,14.5,3.4e-08
2.36e-09,1.01e-07,1.88e-12,2.51e-08,7.11e-13,0.359,3.56e-16,0.124,0.108,1.28,3.56e-08,0.378,0.4,1e-08,14.5,5.6e-08
2.79e-09,4.75e-09,3.35e-15,1.32e-08,1.27e-15,0.494,3.56e-16,3.11,0.0147,1.03,3.56e-08,0.378,0.5,1e-08,14.5,1.2e-08
2.39e-09,5.65e-09,2.65e-14,2.2e-08,1e-14,0.47,3.56e-16,2.24,0.079,1.19,3.56e-08,0.378,0.5,1e-08,3.9,1.2e-08
2.53e-09,3.77e-09,4.4e-15,1.62e-08,1.66e-15,0.488,3.56e-16,3.55,0.0319,1.07,3.56e-08,0.378,0.5,1e-08,14.5,2.3e-08
2.44e-09,4.3e-09,9.74e-15,1.92e-08,3.68e-15,0.479,3.56e-16,3.0,0.0543,1.12,3.56e-08,0.378,0.5,1e-08,14.5,3.4e-08
2.39e-09,5.74e-09,2.8e-14,2.21e-08,1.06e-14,0.47,3.56e-16,2.2,0.0803,1.19,3.56e-08,0.378,0.5,1e-08,14.5,4.5e-08
2.36e-09,8.13e-09,9.11e-14,2.51e-08,3.44e-14,0.459,3.56e-16,1.54,0.108,1.28,3.56e-08,0.378,0.5,1e-08,14.5,5.6e-08
2.39e-09,2.23e-10,1.02e-15,2.2e-08,3.87e-16,0.57,3.56e-16,56.7,0.079,1.19,3.56e-08,0.378,0.6,1e-08,3.9,1.2e-08
2.79e-09,1.12e-10,7.88e-17,1.32e-08,2.98e-17,0.594,3.56e-16,131.0,0.0147,1.03,3.56e-08,0.378,0.6,1e-08,14.5,1.2e-08
2.53e-09,1.02e-10,1.18e-16,1.62e-08,4.46e-17,0.588,3.56e-16,131.0,0.0319,1.07,3.56e-08,0.378,0.6,1e-08,14.5,2.3e-08
2.44e-09,1.39e-10,3.11e-16,1.92e-08,1.17e-16,0.579,3.56e-16,92.6,0.0543,1.12,3.56e-08,0.378,0.6,1e-08,14.5,3.4e-08
2.39e-09,2.29e-10,1.09e-15,2.21e-08,4.13e-16,0.57,3.56e-16,55.2,0.0803,1.19,3.56e-08,0.378,0.6,1e-08,14.5,4.5e-08
2.36e-09,4.09e-10,4.41e-15,2.51e-08,1.66e-15,0.559,3.56e-16,30.6,0.108,1.28,3.56e-08,0.378,0.6,1e-08,14.5,5.6e-08
2.34e-09,7.44e-10,1.86e-14,2.81e-08,7.01e-15,0.548,3.56e-16,16.7,0.137,1.38,3.56e-08,0.378,0.6,1e-08,14.5,6.7e-08
2.79e-09,2.64e-12,1.85e-18,1.32e-08,6.99e-19,0.694,3.56e-16,5590.0,0.0147,1.03,3.56e-08,0.378,0.7,1e-08,14.5,1.2e-08
2.53e-09,2.74e-12,3.17e-18,1.62e-08,1.2e-18,0.688,3.56e-16,4890.0,0.0319,1.07,3.56e-08,0.378,0.7,1e-08,14.5,2.3e-08
2.39e-09,8.63e-12,3.95e-17,2.2e-08,1.49e-17,0.67,3.56e-16,1470.0,0.079,1.19,3.56e-08,0.378,0.7,1e-08,3.9,1.2e-08
2.44e-09,4.45e-12,9.92e-18,1.92e-08,3.75e-18,0.679,3.56e-16,2900.0,0.0543,1.12,3.56e-08,0.378,0.7,1e-08,14.5,3.4e-08
2.39e-09,8.96e-12,4.26e-17,2.21e-08,1.61e-17,0.67,3.56e-16,1410.0,0.0803,1.19,3.56e-08,0.378,0.7,1e-08,14.5,4.5e-08
2.36e-09,1.98e-11,2.13e-16,2.51e-08,8.06e-17,0.659,3.56e-16,630.0,0.108,1.28,3.56e-08,0.378,0.7,1e-08,14.5,5.6e-08
2.34e-09,4.51e-11,1.12e-15,2.81e-08,4.23e-16,0.648,3.56e-16,275.0,0.137,1.38,3.56e-08,0.378,0.7,1e-08,14.5,6.7e-08
2.79e-09,6.2e-14,4.35e-20,1.32e-08,1.64e-20,0.794,3.56e-16,238000.0,0.0147,1.03,3.56e-08,0.378,0.8,1e-08,14.5,1.2e-08
2.39e-09,3.33e-13,1.53e-18,2.2e-08,5.76e-19,0.77,3.56e-16,38000.0,0.079,1.19,3.56e-08,0.378,0.8,1e-08,3.9,1.2e-08
2.44e-09,1.42e-13,3.17e-19,1.92e-08,1.2e-19,0.779,3.56e-16,90900.0,0.0543,1.12,3.56e-08,0.378,0.8,1e-08,14.5,3.4e-08
