Edynamic,Ieff,Ioff,Lscale,Pstatic,V_th_eff,area,delay,delta,n0,L,V_dd,V_th,W,k_gate,tox
7.63e-08,0.000251,3.66e-09,1.04e-08,6.59e-09,0.238,2.03e-16,0.000338,0.104,1.26,1.5e-08,1.8,0.425,1.36e-08,25.0,2.66e-09
7.63e-08,0.000215,3.76e-12,1.04e-08,6.76e-12,0.463,2.03e-16,0.000395,0.104,1.26,1.5e-08,1.8,0.65,1.36e-08,25.0,2.66e-09
5.32e-08,0.000106,4.77e-15,1.07e-08,8.58e-15,0.675,2.03e-16,0.00056,0.111,1.29,1.5e-08,1.8,0.875,1.36e-08,14.5,2.66e-09
7.63e-08,0.000179,3.83e-15,1.04e-08,6.9e-15,0.688,2.03e-16,0.000475,0.104,1.26,1.5e-08,1.8,0.875,1.36e-08,25.0,2.66e-09
5.32e-08,8.45e-05,5.47e-18,1.07e-08,9.85e-18,0.9,2.03e-16,0.0007,0.111,1.29,1.5e-08,1.8,1.1,1.36e-08,14.5,2.66e-09
4.21e-08,5.64e-05,1.08e-17,1.11e-08,1.94e-17,0.884,2.03e-16,0.000831,0.12,1.32,1.5e-08,1.8,1.1,1.36e-08,25.0,7.07e-09
5.19e-10,2.27e-06,1.12e-08,1.1e-08,2.23e-09,0.177,1.84e-16,0.00228,0.117,1.31,1.5e-08,0.2,0.2,1.22e-08,3.9,1e-09
1.21e-09,7.54e-06,2.79e-08,1.03e-08,5.58e-09,0.18,1.84e-16,0.0016,0.101,1.25,1.5e-08,0.2,0.2,1.22e-08,14.5,1e-09
8.77e-10,5.04e-06,1.97e-08,1.04e-08,3.94e-09,0.179,1.84e-16,0.00174,0.104,1.26,1.5e-08,0.2,0.2,1.22e-08,25.0,2.66e-09
7.63e-08,0.000143,3.91e-18,1.04e-08,7.04e-18,0.913,2.03e-16,0.000595,0.104,1.26,1.5e-08,1.8,1.1,1.36e-08,25.0,2.66e-09
3.99e-10,1.34e-06,9.35e-09,1.19e-08,1.87e-09,0.172,1.84e-16,0.00298,0.138,1.38,1.5e-08,0.2,0.2,1.22e-08,14.5,7.07e-09
6.19e-10,3.05e-06,1.34e-08,1.07e-08,2.68e-09,0.178,1.84e-16,0.00203,0.111,1.29,1.5e-08,0.2,0.2,1.22e-08,14.5,2.66e-09
1.89e-09,1.27e-05,4.48e-08,1.02e-08,8.96e-09,0.18,1.84e-16,0.00149,0.0983,1.24,1.5e-08,0.2,0.2,1.22e-08,25.0,1e-09
4.96e-10,2.09e-06,1.07e-08,1.11e-08,2.14e-09,0.176,1.84e-16,0.00237,0.12,1.32,1.5e-08,0.2,0.2,1.22e-08,25.0,7.07e-09
3.99e-10,4.66e-09,1.74e-11,1.19e-08,3.48e-12,0.397,1.84e-16,0.856,0.138,1.38,1.5e-08,0.2,0.425,1.22e-08,14.5,7.07e-09
4.96e-10,5.13e-09,1.44e-11,1.11e-08,2.88e-12,0.401,1.84e-16,0.967,0.12,1.32,1.5e-08,0.2,0.425,1.22e-08,25.0,7.07e-09
4.96e-10,6.9e-12,1.93e-14,1.11e-08,3.86e-15,0.626,1.84e-16,719.0,0.12,1.32,1.5e-08,0.2,0.65,1.22e-08,25.0,7.07e-09
3.99e-10,8.65e-12,3.22e-14,1.19e-08,6.44e-15,0.622,1.84e-16,461.0,0.138,1.38,1.5e-08,0.2,0.65,1.22e-08,14.5,7.07e-09
4.67e-09,2.88e-05,4.45e-08,1.1e-08,2.67e-08,0.13,1.84e-16,0.000541,0.117,1.31,1.5e-08,0.6,0.2,1.22e-08,3.9,1e-09
1.09e-08,0.000102,9.65e-08,1.03e-08,5.79e-08,0.139,1.84e-16,0.000355,0.101,1.25,1.5e-08,0.6,0.2,1.22e-08,14.5,1e-09
1.7e-08,0.000173,1.51e-07,1.02e-08,9.09e-08,0.141,1.84e-16,0.000329,0.0983,1.24,1.5e-08,0.6,0.2,1.22e-08,25.0,1e-09
5.57e-09,3.96e-05,5.06e-08,1.07e-08,3.04e-08,0.133,1.84e-16,0.00047,0.111,1.29,1.5e-08,0.6,0.2,1.22e-08,14.5,2.66e-09
7.9e-09,6.73e-05,7.01e-08,1.04e-08,4.21e-08,0.138,1.84e-16,0.000392,0.104,1.26,1.5e-08,0.6,0.2,1.22e-08,25.0,2.66e-09
3.59e-09,1.57e-05,4.33e-08,1.19e-08,2.6e-08,0.117,1.84e-16,0.000761,0.138,1.38,1.5e-08,0.6,0.2,1.22e-08,14.5,7.07e-09
4.46e-09,2.63e-05,4.33e-08,1.11e-08,2.6e-08,0.128,1.84e-16,0.000567,0.12,1.32,1.5e-08,0.6,0.2,1.22e-08,25.0,7.07e-09
1.09e-08,5.22e-05,9.38e-11,1.03e-08,5.63e-11,0.364,1.84e-16,0.000694,0.101,1.25,1.5e-08,0.6,0.425,1.22e-08,14.5,1e-09
7.9e-09,3.45e-05,7.23e-11,1.04e-08,4.34e-11,0.363,1.84e-16,0.000762,0.104,1.26,1.5e-08,0.6,0.425,1.22e-08,25.0,2.66e-09
5.57e-09,2.05e-05,5.89e-11,1.07e-08,3.53e-11,0.358,1.84e-16,0.000906,0.111,1.29,1.5e-08,0.6,0.425,1.22e-08,14.5,2.66e-09
1.7e-08,8.83e-05,1.41e-10,1.02e-08,8.45e-11,0.366,1.84e-16,0.000644,0.0983,1.24,1.5e-08,0.6,0.425,1.22e-08,25.0,1e-09
4.46e-09,1.37e-05,5.89e-11,1.11e-08,3.53e-11,0.353,1.84e-16,0.00108,0.12,1.32,1.5e-08,0.6,0.425,1.22e-08,25.0,7.07e-09
3.59e-09,8.4e-06,8.18e-11,1.19e-08,4.91e-11,0.342,1.84e-16,0.00142,0.138,1.38,1.5e-08,0.6,0.425,1.22e-08,14.5,7.07e-09
4.67e-09,2.16e-06,7.47e-14,1.1e-08,4.48e-14,0.58,1.84e-16,0.00723,0.117,1.31,1.5e-08,0.6,0.65,1.22e-08,3.9,1e-09
5.57e-09,2.75e-06,6.79e-14,1.07e-08,4.07e-14,0.583,1.84e-16,0.00676,0.111,1.29,1.5e-08,0.6,0.65,1.22e-08,14.5,2.66e-09
7.9e-09,4.29e-06,7.39e-14,1.04e-08,4.44e-14,0.588,1.84e-16,0.00614,0.104,1.26,1.5e-08,0.6,0.65,1.22e-08,25.0,2.66e-09
4.67e-09,1.5e-05,5.79e-11,1.1e-08,3.48e-11,0.355,1.84e-16,0.00104,0.117,1.31,1.5e-08,0.6,0.425,1.22e-08,3.9,1e-09
4.46e-09,2.02e-06,7.91e-14,1.11e-08,4.75e-14,0.578,1.84e-16,0.00737,0.12,1.32,1.5e-08,0.6,0.65,1.22e-08,25.0,7.07e-09
3.59e-09,1.46e-06,1.52e-13,1.19e-08,9.09e-14,0.567,1.84e-16,0.00817,0.138,1.38,1.5e-08,0.6,0.65,1.22e-08,14.5,7.07e-09
3.59e-09,5.41e-09,2.81e-16,1.19e-08,1.68e-16,0.792,1.84e-16,2.21,0.138,1.38,1.5e-08,0.6,0.875,1.22e-08,14.5,7.07e-09
5.57e-09,5.35e-09,7.83e-17,1.07e-08,4.7e-17,0.808,1.84e-16,3.47,0.111,1.29,1.5e-08,0.6,0.875,1.22e-08,14.5,2.66e-09
4.46e-09,4.83e-09,1.06e-16,1.11e-08,6.38e-17,0.803,1.84e-16,3.08,0.12,1.32,1.5e-08,0.6,0.875,1.22e-08,25.0,7.07e-09
4.46e-09,6.5e-12,1.43e-19,1.11e-08,8.58e-20,1.03,1.84e-16,2290.0,0.12,1.32,1.5e-08,0.6,1.1,1.22e-08,25.0,7.07e-09
3.59e-09,1e-11,5.2e-19,1.19e-08,3.12e-19,1.02,1.84e-16,1190.0,0.138,1.38,1.5e-08,0.6,1.1,1.22e-08,14.5,7.07e-09
3.01e-08,0.0002,0.000962,1.03e-08,0.000962,0.0992,1.84e-16,0.000303,0.101,1.25,1.5e-08,1.0,0.2,1.22e-08,14.5,1e-09
4.73e-08,0.000339,0.00091,1.02e-08,0.00091,0.102,1.84e-16,0.00028,0.0983,1.24,1.5e-08,1.0,0.2,1.22e-08,25.0,1e-09
1.55e-08,5.82e-05,2.24e-10,1.07e-08,2.24e-10,0.314,1.84e-16,0.000532,0.111,1.29,1.5e-08,1.0,0.425,1.22e-08,14.5,2.66e-09
2.19e-08,9.88e-05,2.59e-10,1.04e-08,2.59e-10,0.321,1.84e-16,0.000445,0.104,1.26,1.5e-08,1.0,0.425,1.22e-08,25.0,2.66e-09
1.24e-08,3.87e-05,2.41e-10,1.11e-08,2.41e-10,0.305,1.84e-16,0.000641,0.12,1.32,1.5e-08,1.0,0.425,1.22e-08,25.0,7.07e-09
1.55e-08,3.91e-05,2.58e-13,1.07e-08,2.58e-13,0.539,1.84e-16,0.000792,0.111,1.29,1.5e-08,1.0,0.65,1.22e-08,14.5,2.66e-09
9.96e-09,1.59e-05,7.11e-13,1.19e-08,7.11e-13,0.512,1.84e-16,0.00125,0.138,1.38,1.5e-08,1.0,0.65,1.22e-08,14.5,7.07e-09
1.24e-08,2.61e-05,3.23e-13,1.11e-08,3.23e-13,0.53,1.84e-16,0.000948,0.12,1.32,1.5e-08,1.0,0.65,1.22e-08,25.0,7.07e-09
2.19e-08,6.61e-05,2.64e-13,1.04e-08,2.64e-13,0.546,1.84e-16,0.000665,0.104,1.26,1.5e-08,1.0,0.65,1.22e-08,25.0,2.66e-09
1.3e-08,1.49e-05,3.86e-16,1.1e-08,3.86e-16,0.758,1.84e-16,0.00175,0.117,1.31,1.5e-08,1.0,0.875,1.22e-08,3.9,1e-09
2.19e-08,3.33e-05,2.71e-16,1.04e-08,2.71e-16,0.771,1.84e-16,0.00132,0.104,1.26,1.5e-08,1.0,0.875,1.22e-08,25.0,2.66e-09
9.96e-09,8.57e-06,1.32e-15,1.19e-08,1.32e-15,0.737,1.84e-16,0.00233,0.138,1.38,1.5e-08,1.0,0.875,1.22e-08,14.5,7.07e-09
1.55e-08,2e-05,2.97e-16,1.07e-08,2.97e-16,0.764,1.84e-16,0.00155,0.111,1.29,1.5e-08,1.0,0.875,1.22e-08,14.5,2.66e-09
1.24e-08,1.36e-05,4.34e-16,1.11e-08,4.34e-16,0.755,1.84e-16,0.00182,0.12,1.32,1.5e-08,1.0,0.875,1.22e-08,25.0,7.07e-09
1.3e-08,2.04e-06,4.98e-19,1.1e-08,4.98e-19,0.983,1.84e-16,0.0127,0.117,1.31,1.5e-08,1.0,1.1,1.22e-08,3.9,1e-09
3.01e-08,5.07e-06,2.93e-19,1.03e-08,2.93e-19,0.999,1.84e-16,0.0119,0.101,1.25,1.5e-08,1.0,1.1,1.22e-08,14.5,1e-09
4.73e-08,8.1e-06,3.78e-19,1.02e-08,3.78e-19,1.0,1.84e-16,0.0117,0.0983,1.24,1.5e-08,1.0,1.1,1.22e-08,25.0,1e-09
2.19e-08,3.6e-06,2.77e-19,1.04e-08,2.77e-19,0.996,1.84e-16,0.0122,0.104,1.26,1.5e-08,1.0,1.1,1.22e-08,25.0,2.66e-09
9.96e-09,1.59e-06,2.44e-18,1.19e-08,2.44e-18,0.962,1.84e-16,0.0125,0.138,1.38,1.5e-08,1.0,1.1,1.22e-08,14.5,7.07e-09
1.24e-08,1.94e-06,5.84e-19,1.11e-08,5.84e-19,0.98,1.84e-16,0.0128,0.12,1.32,1.5e-08,1.0,1.1,1.22e-08,25.0,7.07e-09
9.27e-08,0.000505,1.14,1.02e-08,1.59,0.0624,1.84e-16,0.000264,0.0983,1.24,1.5e-08,1.4,0.2,1.22e-08,25.0,1e-09
4.3e-08,0.000196,8.27e-07,1.04e-08,1.16e-06,0.0543,1.84e-16,0.000314,0.104,1.26,1.5e-08,1.4,0.2,1.22e-08,25.0,2.66e-09
1.55e-08,2.46e-06,3.43e-19,1.07e-08,3.43e-19,0.989,1.84e-16,0.0126,0.111,1.29,1.5e-08,1.0,1.1,1.22e-08,14.5,2.66e-09
4.3e-08,0.000163,9.24e-10,1.04e-08,1.29e-09,0.279,1.84e-16,0.000377,0.104,1.26,1.5e-08,1.4,0.425,1.22e-08,25.0,2.66e-09
3.03e-08,7.68e-05,9.8e-13,1.07e-08,1.37e-12,0.495,1.84e-16,0.000564,0.111,1.29,1.5e-08,1.4,0.65,1.22e-08,14.5,2.66e-09
4.3e-08,0.00013,9.46e-13,1.04e-08,1.32e-12,0.504,1.84e-16,0.000472,0.104,1.26,1.5e-08,1.4,0.65,1.22e-08,25.0,2.66e-09
3.03e-08,5.78e-05,1.13e-15,1.07e-08,1.58e-15,0.72,1.84e-16,0.000751,0.111,1.29,1.5e-08,1.4,0.875,1.22e-08,14.5,2.66e-09
4.3e-08,9.76e-05,9.67e-16,1.04e-08,1.35e-15,0.729,1.84e-16,0.00063,0.104,1.26,1.5e-08,1.4,0.875,1.22e-08,25.0,2.66e-09
2.43e-08,3.85e-05,1.78e-15,1.11e-08,2.49e-15,0.707,1.84e-16,0.0009,0.12,1.32,1.5e-08,1.4,0.875,1.22e-08,25.0,7.07e-09
1.95e-08,2.34e-05,6.19e-15,1.19e-08,8.66e-15,0.681,1.84e-16,0.00119,0.138,1.38,1.5e-08,1.4,0.875,1.22e-08,14.5,7.07e-09
3.03e-08,3.87e-05,1.3e-18,1.07e-08,1.82e-18,0.945,1.84e-16,0.00112,0.111,1.29,1.5e-08,1.4,1.1,1.22e-08,14.5,2.66e-09
2.43e-08,2.6e-05,2.39e-18,1.11e-08,3.34e-18,0.932,1.84e-16,0.00133,0.12,1.32,1.5e-08,1.4,1.1,1.22e-08,25.0,7.07e-09
1.95e-08,1.61e-05,1.15e-17,1.19e-08,1.6e-17,0.906,1.84e-16,0.00174,0.138,1.38,1.5e-08,1.4,1.1,1.22e-08,14.5,7.07e-09
4.3e-08,6.48e-05,9.89e-19,1.04e-08,1.38e-18,0.954,1.84e-16,0.000948,0.104,1.26,1.5e-08,1.4,1.1,1.22e-08,25.0,2.66e-09
1.53e-07,0.00067,102.0,1.02e-08,184.0,0.0231,1.84e-16,0.000255,0.0983,1.24,1.5e-08,1.8,0.2,1.22e-08,25.0,1e-09
7.11e-08,0.00026,2.47e-06,1.04e-08,4.44e-06,0.0126,1.84e-16,0.000304,0.104,1.26,1.5e-08,1.8,0.2,1.22e-08,25.0,2.66e-09
7.11e-08,0.000227,3.31e-09,1.04e-08,5.96e-09,0.238,1.84e-16,0.000348,0.104,1.26,1.5e-08,1.8,0.425,1.22e-08,25.0,2.66e-09
7.11e-08,0.000195,3.4e-12,1.04e-08,6.12e-12,0.463,1.84e-16,0.000406,0.104,1.26,1.5e-08,1.8,0.65,1.22e-08,25.0,2.66e-09
5.02e-08,9.55e-05,4.31e-15,1.07e-08,7.76e-15,0.675,1.84e-16,0.000584,0.111,1.29,1.5e-08,1.8,0.875,1.22e-08,14.5,2.66e-09
7.11e-08,0.000162,3.47e-15,1.04e-08,6.25e-15,0.688,1.84e-16,0.000488,0.104,1.26,1.5e-08,1.8,0.875,1.22e-08,25.0,2.66e-09
7.11e-08,0.000129,3.54e-18,1.04e-08,6.37e-18,0.913,1.84e-16,0.000612,0.104,1.26,1.5e-08,1.8,1.1,1.22e-08,25.0,2.66e-09
5.02e-08,7.64e-05,4.95e-18,1.07e-08,8.91e-18,0.9,1.84e-16,0.00073,0.111,1.29,1.5e-08,1.8,1.1,1.22e-08,14.5,2.66e-09
4.01e-08,5.09e-05,9.76e-18,1.11e-08,1.76e-17,0.884,1.84e-16,0.000876,0.12,1.32,1.5e-08,1.8,1.1,1.22e-08,25.0,7.07e-09
4.95e-10,2.06e-06,1.01e-08,1.1e-08,2.02e-09,0.177,1.66e-16,0.00241,0.117,1.31,1.5e-08,0.2,0.2,1.11e-08,3.9,1e-09
1.74e-09,1.15e-05,4.06e-08,1.02e-08,8.12e-09,0.18,1.66e-16,0.00151,0.0983,1.24,1.5e-08,0.2,0.2,1.11e-08,25.0,1e-09
1.12e-09,6.83e-06,2.52e-08,1.03e-08,5.05e-09,0.18,1.66e-16,0.00163,0.101,1.25,1.5e-08,0.2,0.2,1.11e-08,14.5,1e-09
5.85e-10,2.76e-06,1.21e-08,1.07e-08,2.42e-09,0.178,1.66e-16,0.00212,0.111,1.29,1.5e-08,0.2,0.2,1.11e-08,14.5,2.66e-09
8.18e-10,4.56e-06,1.78e-08,1.04e-08,3.56e-09,0.179,1.66e-16,0.0018,0.104,1.26,1.5e-08,0.2,0.2,1.11e-08,25.0,2.66e-09
3.86e-10,1.21e-06,8.45e-09,1.19e-08,1.69e-09,0.172,1.66e-16,0.00319,0.138,1.38,1.5e-08,0.2,0.2,1.11e-08,14.5,7.07e-09
4.73e-10,1.89e-06,9.65e-09,1.11e-08,1.93e-09,0.176,1.66e-16,0.00251,0.12,1.32,1.5e-08,0.2,0.2,1.11e-08,25.0,7.07e-09
3.86e-10,4.21e-09,1.57e-11,1.19e-08,3.14e-12,0.397,1.66e-16,0.916,0.138,1.38,1.5e-08,0.2,0.425,1.11e-08,14.5,7.07e-09
4.73e-10,4.64e-09,1.3e-11,1.11e-08,2.6e-12,0.401,1.66e-16,1.02,0.12,1.32,1.5e-08,0.2,0.425,1.11e-08,25.0,7.07e-09
3.86e-10,7.81e-12,2.91e-14,1.19e-08,5.83e-15,0.622,1.66e-16,494.0,0.138,1.38,1.5e-08,0.2,0.65,1.11e-08,14.5,7.07e-09
4.73e-10,6.24e-12,1.75e-14,1.11e-08,3.49e-15,0.626,1.66e-16,759.0,0.12,1.32,1.5e-08,0.2,0.65,1.11e-08,25.0,7.07e-09
4.45e-09,2.61e-05,4.03e-08,1.1e-08,2.42e-08,0.13,1.66e-16,0.00057,0.117,1.31,1.5e-08,0.6,0.2,1.11e-08,3.9,1e-09
1e-08,9.24e-05,8.73e-08,1.03e-08,5.24e-08,0.139,1.66e-16,0.000363,0.101,1.25,1.5e-08,0.6,0.2,1.11e-08,14.5,1e-09
5.27e-09,3.58e-05,4.58e-08,1.07e-08,2.75e-08,0.133,1.66e-16,0.000491,0.111,1.29,1.5e-08,0.6,0.2,1.11e-08,14.5,2.66e-09
1.56e-08,0.000157,1.37e-07,1.02e-08,8.24e-08,0.141,1.66e-16,0.000333,0.0983,1.24,1.5e-08,0.6,0.2,1.11e-08,25.0,1e-09
3.47e-09,1.42e-05,3.92e-08,1.19e-08,2.35e-08,0.117,1.66e-16,0.000815,0.138,1.38,1.5e-08,0.6,0.2,1.11e-08,14.5,7.07e-09
7.37e-09,6.09e-05,6.35e-08,1.04e-08,3.81e-08,0.138,1.66e-16,0.000404,0.104,1.26,1.5e-08,0.6,0.2,1.11e-08,25.0,2.66e-09
4.26e-09,2.37e-05,3.92e-08,1.11e-08,2.35e-08,0.128,1.66e-16,0.000599,0.12,1.32,1.5e-08,0.6,0.2,1.11e-08,25.0,7.07e-09
4.45e-09,1.36e-05,5.24e-11,1.1e-08,3.14e-11,0.355,1.66e-16,0.00109,0.117,1.31,1.5e-08,0.6,0.425,1.11e-08,3.9,1e-09
1e-08,4.73e-05,8.49e-11,1.03e-08,5.1e-11,0.364,1.66e-16,0.000709,0.101,1.25,1.5e-08,0.6,0.425,1.11e-08,14.5,1e-09
5.27e-09,1.85e-05,5.33e-11,1.07e-08,3.2e-11,0.358,1.66e-16,0.000947,0.111,1.29,1.5e-08,0.6,0.425,1.11e-08,14.5,2.66e-09
1.56e-08,8e-05,1.28e-10,1.02e-08,7.66e-11,0.366,1.66e-16,0.000652,0.0983,1.24,1.5e-08,0.6,0.425,1.11e-08,25.0,1e-09
7.37e-09,3.13e-05,6.54e-11,1.04e-08,3.92e-11,0.363,1.66e-16,0.000786,0.104,1.26,1.5e-08,0.6,0.425,1.11e-08,25.0,2.66e-09
3.47e-09,7.59e-06,7.39e-11,1.19e-08,4.43e-11,0.342,1.66e-16,0.00153,0.138,1.38,1.5e-08,0.6,0.425,1.11e-08,14.5,7.07e-09
4.26e-09,1.24e-05,5.32e-11,1.11e-08,3.19e-11,0.353,1.66e-16,0.00114,0.12,1.32,1.5e-08,0.6,0.425,1.11e-08,25.0,7.07e-09
4.45e-09,1.95e-06,6.75e-14,1.1e-08,4.05e-14,0.58,1.66e-16,0.00762,0.117,1.31,1.5e-08,0.6,0.65,1.11e-08,3.9,1e-09
7.37e-09,3.88e-06,6.69e-14,1.04e-08,4.01e-14,0.588,1.66e-16,0.00633,0.104,1.26,1.5e-08,0.6,0.65,1.11e-08,25.0,2.66e-09
5.27e-09,2.48e-06,6.14e-14,1.07e-08,3.68e-14,0.583,1.66e-16,0.00707,0.111,1.29,1.5e-08,0.6,0.65,1.11e-08,14.5,2.66e-09
3.47e-09,1.32e-06,1.37e-13,1.19e-08,8.22e-14,0.567,1.66e-16,0.00875,0.138,1.38,1.5e-08,0.6,0.65,1.11e-08,14.5,7.07e-09
4.26e-09,1.82e-06,7.15e-14,1.11e-08,4.29e-14,0.578,1.66e-16,0.00779,0.12,1.32,1.5e-08,0.6,0.65,1.11e-08,25.0,7.07e-09
5.27e-09,4.84e-09,7.08e-17,1.07e-08,4.25e-17,0.808,1.66e-16,3.63,0.111,1.29,1.5e-08,0.6,0.875,1.11e-08,14.5,2.66e-09
4.26e-09,4.37e-09,9.61e-17,1.11e-08,5.76e-17,0.803,1.66e-16,3.25,0.12,1.32,1.5e-08,0.6,0.875,1.11e-08,25.0,7.07e-09
3.47e-09,4.89e-09,2.54e-16,1.19e-08,1.52e-16,0.792,1.66e-16,2.37,0.138,1.38,1.5e-08,0.6,0.875,1.11e-08,14.5,7.07e-09
3.47e-09,9.08e-12,4.7e-19,1.19e-08,2.82e-19,1.02,1.66e-16,1270.0,0.138,1.38,1.5e-08,0.6,1.1,1.11e-08,14.5,7.07e-09
2.79e-08,0.000181,0.000869,1.03e-08,0.000869,0.0992,1.66e-16,0.000309,0.101,1.25,1.5e-08,1.0,0.2,1.11e-08,14.5,1e-09
4.26e-09,5.87e-12,1.29e-19,1.11e-08,7.75e-20,1.03,1.66e-16,2420.0,0.12,1.32,1.5e-08,0.6,1.1,1.11e-08,25.0,7.07e-09
4.34e-08,0.000307,0.000822,1.02e-08,0.000822,0.102,1.66e-16,0.000284,0.0983,1.24,1.5e-08,1.0,0.2,1.11e-08,25.0,1e-09
1.46e-08,5.27e-05,2.02e-10,1.07e-08,2.02e-10,0.314,1.66e-16,0.000556,0.111,1.29,1.5e-08,1.0,0.425,1.11e-08,14.5,2.66e-09
1.18e-08,3.5e-05,2.18e-10,1.11e-08,2.18e-10,0.305,1.66e-16,0.000678,0.12,1.32,1.5e-08,1.0,0.425,1.11e-08,25.0,7.07e-09
2.79e-08,9.05e-05,2.07e-11,1.03e-08,2.07e-11,0.549,1.66e-16,0.000617,0.101,1.25,1.5e-08,1.0,0.65,1.11e-08,14.5,1e-09
1.46e-08,3.54e-05,2.33e-13,1.07e-08,2.33e-13,0.539,1.66e-16,0.000827,0.111,1.29,1.5e-08,1.0,0.65,1.11e-08,14.5,2.66e-09
2.05e-08,5.98e-05,2.39e-13,1.04e-08,2.39e-13,0.546,1.66e-16,0.000685,0.104,1.26,1.5e-08,1.0,0.65,1.11e-08,25.0,2.66e-09
1.18e-08,2.36e-05,2.92e-13,1.11e-08,2.92e-13,0.53,1.66e-16,0.001,0.12,1.32,1.5e-08,1.0,0.65,1.11e-08,25.0,7.07e-09
9.64e-09,1.44e-05,6.43e-13,1.19e-08,6.43e-13,0.512,1.66e-16,0.00134,0.138,1.38,1.5e-08,1.0,0.65,1.11e-08,14.5,7.07e-09
2.05e-08,8.94e-05,2.34e-10,1.04e-08,2.34e-10,0.321,1.66e-16,0.000458,0.104,1.26,1.5e-08,1.0,0.425,1.11e-08,25.0,2.66e-09
1.24e-08,1.34e-05,3.49e-16,1.1e-08,3.49e-16,0.758,1.66e-16,0.00184,0.117,1.31,1.5e-08,1.0,0.875,1.11e-08,3.9,1e-09
1.46e-08,1.81e-05,2.69e-16,1.07e-08,2.69e-16,0.764,1.66e-16,0.00162,0.111,1.29,1.5e-08,1.0,0.875,1.11e-08,14.5,2.66e-09
9.64e-09,7.75e-06,1.19e-15,1.19e-08,1.19e-15,0.737,1.66e-16,0.00249,0.138,1.38,1.5e-08,1.0,0.875,1.11e-08,14.5,7.07e-09
1.18e-08,1.23e-05,3.93e-16,1.11e-08,3.93e-16,0.755,1.66e-16,0.00192,0.12,1.32,1.5e-08,1.0,0.875,1.11e-08,25.0,7.07e-09
1.24e-08,1.84e-06,4.5e-19,1.1e-08,4.5e-19,0.983,1.66e-16,0.0134,0.117,1.31,1.5e-08,1.0,1.1,1.11e-08,3.9,1e-09
2.05e-08,3.02e-05,2.45e-16,1.04e-08,2.45e-16,0.771,1.66e-16,0.00136,0.104,1.26,1.5e-08,1.0,0.875,1.11e-08,25.0,2.66e-09
4.34e-08,7.35e-06,3.43e-19,1.02e-08,3.43e-19,1.0,1.66e-16,0.0118,0.0983,1.24,1.5e-08,1.0,1.1,1.11e-08,25.0,1e-09
1.46e-08,2.23e-06,3.1e-19,1.07e-08,3.1e-19,0.989,1.66e-16,0.0131,0.111,1.29,1.5e-08,1.0,1.1,1.11e-08,14.5,2.66e-09
2.05e-08,3.26e-06,2.5e-19,1.04e-08,2.5e-19,0.996,1.66e-16,0.0126,0.104,1.26,1.5e-08,1.0,1.1,1.11e-08,25.0,2.66e-09
9.64e-09,1.44e-06,2.21e-18,1.19e-08,2.21e-18,0.962,1.66e-16,0.0134,0.138,1.38,1.5e-08,1.0,1.1,1.11e-08,14.5,7.07e-09
1.18e-08,1.76e-06,5.28e-19,1.11e-08,5.28e-19,0.98,1.66e-16,0.0135,0.12,1.32,1.5e-08,1.0,1.1,1.11e-08,25.0,7.07e-09
2.79e-08,4.59e-06,2.66e-19,1.03e-08,2.66e-19,0.999,1.66e-16,0.0121,0.101,1.25,1.5e-08,1.0,1.1,1.11e-08,14.5,1e-09
8.5e-08,0.000458,1.03,1.02e-08,1.44,0.0624,1.66e-16,0.000267,0.0983,1.24,1.5e-08,1.4,0.2,1.11e-08,25.0,1e-09
4.01e-08,0.000177,7.49e-07,1.04e-08,1.05e-06,0.0543,1.66e-16,0.000324,0.104,1.26,1.5e-08,1.4,0.2,1.11e-08,25.0,2.66e-09
4.01e-08,0.000148,8.36e-10,1.04e-08,1.17e-09,0.279,1.66e-16,0.000389,0.104,1.26,1.5e-08,1.4,0.425,1.11e-08,25.0,2.66e-09
4.01e-08,0.000118,8.56e-13,1.04e-08,1.2e-12,0.504,1.66e-16,0.000486,0.104,1.26,1.5e-08,1.4,0.65,1.11e-08,25.0,2.66e-09
2.87e-08,6.95e-05,8.86e-13,1.07e-08,1.24e-12,0.495,1.66e-16,0.00059,0.111,1.29,1.5e-08,1.4,0.65,1.11e-08,14.5,2.66e-09
2.87e-08,5.22e-05,1.02e-15,1.07e-08,1.43e-15,0.72,1.66e-16,0.000785,0.111,1.29,1.5e-08,1.4,0.875,1.11e-08,14.5,2.66e-09
4.01e-08,8.83e-05,8.75e-16,1.04e-08,1.23e-15,0.729,1.66e-16,0.000649,0.104,1.26,1.5e-08,1.4,0.875,1.11e-08,25.0,2.66e-09
1.89e-08,2.11e-05,5.59e-15,1.19e-08,7.83e-15,0.681,1.66e-16,0.00128,0.138,1.38,1.5e-08,1.4,0.875,1.11e-08,14.5,7.07e-09
2.32e-08,3.48e-05,1.61e-15,1.11e-08,2.25e-15,0.707,1.66e-16,0.000951,0.12,1.32,1.5e-08,1.4,0.875,1.11e-08,25.0,7.07e-09
2.87e-08,3.5e-05,1.18e-18,1.07e-08,1.65e-18,0.945,1.66e-16,0.00117,0.111,1.29,1.5e-08,1.4,1.1,1.11e-08,14.5,2.66e-09
4.01e-08,5.87e-05,8.95e-19,1.04e-08,1.25e-18,0.954,1.66e-16,0.000977,0.104,1.26,1.5e-08,1.4,1.1,1.11e-08,25.0,2.66e-09
