Edynamic,Ieff,Ioff,Lscale,Pstatic,V_th_eff,area,delay,delta,n0,L,V_dd,V_th,W,k_gate,tox
5.19e-09,3.53e-05,5.45e-08,1.1e-08,3.27e-08,0.13,2.25e-16,0.000491,0.117,1.31,1.5e-08,0.6,0.2,1.5e-08,3.9,1e-09
9.13e-09,5.24e-06,9.03e-14,1.04e-08,5.42e-14,0.588,2.25e-16,0.00582,0.104,1.26,1.5e-08,0.6,0.65,1.5e-08,25.0,2.66e-09
5.19e-09,1.84e-05,7.09e-11,1.1e-08,4.25e-11,0.355,2.25e-16,0.00094,0.117,1.31,1.5e-08,0.6,0.425,1.5e-08,3.9,1e-09
2.03e-08,0.000107,1.71e-10,1.02e-08,1.03e-10,0.366,2.25e-16,0.000633,0.0983,1.24,1.5e-08,0.6,0.425,1.5e-08,25.0,1e-09
4.93e-09,2.47e-06,9.68e-14,1.11e-08,5.81e-14,0.578,2.25e-16,0.00666,0.12,1.32,1.5e-08,0.6,0.65,1.5e-08,25.0,7.07e-09
5.19e-09,2.64e-06,9.14e-14,1.1e-08,5.48e-14,0.58,2.25e-16,0.00656,0.117,1.31,1.5e-08,0.6,0.65,1.5e-08,3.9,1e-09
9.13e-09,8.21e-05,8.57e-08,1.04e-08,5.14e-08,0.138,2.25e-16,0.000371,0.104,1.26,1.5e-08,0.6,0.2,1.5e-08,25.0,2.66e-09
3.86e-09,1.79e-06,1.85e-13,1.19e-08,1.11e-13,0.567,2.25e-16,0.00718,0.138,1.38,1.5e-08,0.6,0.65,1.5e-08,14.5,7.07e-09
3.86e-09,6.62e-09,3.44e-16,1.19e-08,2.06e-16,0.792,2.25e-16,1.94,0.138,1.38,1.5e-08,0.6,0.875,1.5e-08,14.5,7.07e-09
4.93e-09,5.91e-09,1.3e-16,1.11e-08,7.8e-17,0.803,2.25e-16,2.78,0.12,1.32,1.5e-08,0.6,0.875,1.5e-08,25.0,7.07e-09
6.29e-09,3.36e-06,8.3e-14,1.07e-08,4.98e-14,0.583,2.25e-16,0.00624,0.111,1.29,1.5e-08,0.6,0.65,1.5e-08,14.5,2.66e-09
1.28e-08,6.36e-05,1.14e-10,1.03e-08,6.86e-11,0.364,2.25e-16,0.000669,0.101,1.25,1.5e-08,0.6,0.425,1.5e-08,14.5,1e-09
4.93e-09,1.68e-05,7.2e-11,1.11e-08,4.32e-11,0.353,2.25e-16,0.000978,0.12,1.32,1.5e-08,0.6,0.425,1.5e-08,25.0,7.07e-09
3.86e-09,1.03e-05,1e-10,1.19e-08,6e-11,0.342,2.25e-16,0.00125,0.138,1.38,1.5e-08,0.6,0.425,1.5e-08,14.5,7.07e-09
9.13e-09,4.22e-05,8.83e-11,1.04e-08,5.3e-11,0.363,2.25e-16,0.000722,0.104,1.26,1.5e-08,0.6,0.425,1.5e-08,25.0,2.66e-09
4.93e-09,7.95e-12,1.75e-19,1.11e-08,1.05e-19,1.03,2.25e-16,2070.0,0.12,1.32,1.5e-08,0.6,1.1,1.5e-08,25.0,7.07e-09
6.29e-09,6.54e-09,9.57e-17,1.07e-08,5.74e-17,0.808,2.25e-16,3.2,0.111,1.29,1.5e-08,0.6,0.875,1.5e-08,14.5,2.66e-09
3.86e-09,1.23e-11,6.37e-19,1.19e-08,3.82e-19,1.02,2.25e-16,1050.0,0.138,1.38,1.5e-08,0.6,1.1,1.5e-08,14.5,7.07e-09
2.54e-08,0.000161,3.01e-07,1.04e-08,3.01e-07,0.0959,2.25e-16,0.000317,0.104,1.26,1.5e-08,1.0,0.2,1.5e-08,25.0,2.66e-09
3.54e-08,0.000243,0.00118,1.03e-08,0.00118,0.0992,2.25e-16,0.000292,0.101,1.25,1.5e-08,1.0,0.2,1.5e-08,14.5,1e-09
5.64e-08,0.000412,0.00111,1.02e-08,0.00111,0.102,2.25e-16,0.000276,0.0983,1.24,1.5e-08,1.0,0.2,1.5e-08,25.0,1e-09
1.75e-08,7.12e-05,2.74e-10,1.07e-08,2.74e-10,0.314,2.25e-16,0.000491,0.111,1.29,1.5e-08,1.0,0.425,1.5e-08,14.5,2.66e-09
2.54e-08,0.000121,3.16e-10,1.04e-08,3.16e-10,0.321,2.25e-16,0.000421,0.104,1.26,1.5e-08,1.0,0.425,1.5e-08,25.0,2.66e-09
1.37e-08,4.73e-05,2.94e-10,1.11e-08,2.94e-10,0.305,2.25e-16,0.000579,0.12,1.32,1.5e-08,1.0,0.425,1.5e-08,25.0,7.07e-09
1.75e-08,4.78e-05,3.15e-13,1.07e-08,3.15e-13,0.539,2.25e-16,0.000731,0.111,1.29,1.5e-08,1.0,0.65,1.5e-08,14.5,2.66e-09
2.54e-08,8.07e-05,3.23e-13,1.04e-08,3.23e-13,0.546,2.25e-16,0.00063,0.104,1.26,1.5e-08,1.0,0.65,1.5e-08,25.0,2.66e-09
1.07e-08,1.95e-05,8.71e-13,1.19e-08,8.71e-13,0.512,2.25e-16,0.0011,0.138,1.38,1.5e-08,1.0,0.65,1.5e-08,14.5,7.07e-09
1.37e-08,3.2e-05,3.96e-13,1.11e-08,3.96e-13,0.53,2.25e-16,0.000856,0.12,1.32,1.5e-08,1.0,0.65,1.5e-08,25.0,7.07e-09
1.44e-08,1.82e-05,4.73e-16,1.1e-08,4.73e-16,0.758,2.25e-16,0.00159,0.117,1.31,1.5e-08,1.0,0.875,1.5e-08,3.9,1e-09
1.75e-08,2.45e-05,3.64e-16,1.07e-08,3.64e-16,0.764,2.25e-16,0.00143,0.111,1.29,1.5e-08,1.0,0.875,1.5e-08,14.5,2.66e-09
1.07e-08,1.05e-05,1.61e-15,1.19e-08,1.61e-15,0.737,2.25e-16,0.00204,0.138,1.38,1.5e-08,1.0,0.875,1.5e-08,14.5,7.07e-09
2.54e-08,4.07e-05,3.3e-16,1.04e-08,3.3e-16,0.771,2.25e-16,0.00125,0.104,1.26,1.5e-08,1.0,0.875,1.5e-08,25.0,2.66e-09
1.37e-08,1.67e-05,5.32e-16,1.11e-08,5.32e-16,0.755,2.25e-16,0.00164,0.12,1.32,1.5e-08,1.0,0.875,1.5e-08,25.0,7.07e-09
1.44e-08,2.49e-06,6.09e-19,1.1e-08,6.09e-19,0.983,2.25e-16,0.0116,0.117,1.31,1.5e-08,1.0,1.1,1.5e-08,3.9,1e-09
1.75e-08,3.01e-06,4.19e-19,1.07e-08,4.19e-19,0.989,2.25e-16,0.0116,0.111,1.29,1.5e-08,1.0,1.1,1.5e-08,14.5,2.66e-09
1.07e-08,1.94e-06,2.99e-18,1.19e-08,2.99e-18,0.962,2.25e-16,0.011,0.138,1.38,1.5e-08,1.0,1.1,1.5e-08,14.5,7.07e-09
1.37e-08,2.38e-06,7.14e-19,1.11e-08,7.14e-19,0.98,2.25e-16,0.0115,0.12,1.32,1.5e-08,1.0,1.1,1.5e-08,25.0,7.07e-09
1.11e-07,0.000613,1.39,1.02e-08,1.95,0.0624,2.25e-16,0.000259,0.0983,1.24,1.5e-08,1.4,0.2,1.5e-08,25.0,1e-09
2.54e-08,4.4e-06,3.38e-19,1.04e-08,3.38e-19,0.996,2.25e-16,0.0115,0.104,1.26,1.5e-08,1.0,1.1,1.5e-08,25.0,2.66e-09
4.97e-08,0.000239,1.01e-06,1.04e-08,1.41e-06,0.0543,2.25e-16,0.000298,0.104,1.26,1.5e-08,1.4,0.2,1.5e-08,25.0,2.66e-09
6.94e-08,0.000362,1.46,1.03e-08,2.04,0.0588,2.25e-16,0.000275,0.101,1.25,1.5e-08,1.4,0.2,1.5e-08,14.5,1e-09
4.97e-08,0.000199,1.13e-09,1.04e-08,1.58e-09,0.279,2.25e-16,0.000357,0.104,1.26,1.5e-08,1.4,0.425,1.5e-08,25.0,2.66e-09
3.42e-08,0.000117,1.04e-09,1.07e-08,1.46e-09,0.27,2.25e-16,0.000417,0.111,1.29,1.5e-08,1.4,0.425,1.5e-08,14.5,2.66e-09
4.97e-08,0.000159,1.15e-12,1.04e-08,1.62e-12,0.504,2.25e-16,0.000447,0.104,1.26,1.5e-08,1.4,0.65,1.5e-08,25.0,2.66e-09
3.42e-08,9.4e-05,1.2e-12,1.07e-08,1.68e-12,0.495,2.25e-16,0.000521,0.111,1.29,1.5e-08,1.4,0.65,1.5e-08,14.5,2.66e-09
3.42e-08,7.06e-05,1.38e-15,1.07e-08,1.93e-15,0.72,2.25e-16,0.000693,0.111,1.29,1.5e-08,1.4,0.875,1.5e-08,14.5,2.66e-09
2.1e-08,2.86e-05,7.57e-15,1.19e-08,1.06e-14,0.681,2.25e-16,0.00105,0.138,1.38,1.5e-08,1.4,0.875,1.5e-08,14.5,7.07e-09
4.97e-08,0.000119,1.18e-15,1.04e-08,1.65e-15,0.729,2.25e-16,0.000597,0.104,1.26,1.5e-08,1.4,0.875,1.5e-08,25.0,2.66e-09
2.68e-08,4.72e-05,2.17e-15,1.11e-08,3.04e-15,0.707,2.25e-16,0.000813,0.12,1.32,1.5e-08,1.4,0.875,1.5e-08,25.0,7.07e-09
2.68e-08,6.25e-05,1.62e-12,1.11e-08,2.26e-12,0.482,2.25e-16,0.000614,0.12,1.32,1.5e-08,1.4,0.65,1.5e-08,25.0,7.07e-09
3.42e-08,4.73e-05,1.59e-18,1.07e-08,2.23e-18,0.945,2.25e-16,0.00104,0.111,1.29,1.5e-08,1.4,1.1,1.5e-08,14.5,2.66e-09
4.97e-08,7.92e-05,1.21e-18,1.04e-08,1.69e-18,0.954,2.25e-16,0.000898,0.104,1.26,1.5e-08,1.4,1.1,1.5e-08,25.0,2.66e-09
2.1e-08,1.97e-05,1.4e-17,1.19e-08,1.96e-17,0.906,2.25e-16,0.00153,0.138,1.38,1.5e-08,1.4,1.1,1.5e-08,14.5,7.07e-09
8.22e-08,0.000318,3.01e-06,1.04e-08,5.42e-06,0.0126,2.25e-16,0.000288,0.104,1.26,1.5e-08,1.8,0.2,1.5e-08,25.0,2.66e-09
2.68e-08,3.18e-05,2.92e-18,1.11e-08,4.09e-18,0.932,2.25e-16,0.0012,0.12,1.32,1.5e-08,1.4,1.1,1.5e-08,25.0,7.07e-09
8.22e-08,0.000278,4.04e-09,1.04e-08,7.28e-09,0.238,2.25e-16,0.00033,0.104,1.26,1.5e-08,1.8,0.425,1.5e-08,25.0,2.66e-09
1.83e-07,0.000815,125.0,1.02e-08,225.0,0.0231,2.25e-16,0.000251,0.0983,1.24,1.5e-08,1.8,0.2,1.5e-08,25.0,1e-09
8.22e-08,0.000238,4.15e-12,1.04e-08,7.47e-12,0.463,2.25e-16,0.000385,0.104,1.26,1.5e-08,1.8,0.65,1.5e-08,25.0,2.66e-09
5.66e-08,0.000117,5.27e-15,1.07e-08,9.48e-15,0.675,2.25e-16,0.000539,0.111,1.29,1.5e-08,1.8,0.875,1.5e-08,14.5,2.66e-09
8.22e-08,0.000198,4.24e-15,1.04e-08,7.63e-15,0.688,2.25e-16,0.000463,0.104,1.26,1.5e-08,1.8,0.875,1.5e-08,25.0,2.66e-09
5.66e-08,9.34e-05,6.05e-18,1.07e-08,1.09e-17,0.9,2.25e-16,0.000674,0.111,1.29,1.5e-08,1.8,1.1,1.5e-08,14.5,2.66e-09
8.22e-08,0.000158,4.32e-18,1.04e-08,7.78e-18,0.913,2.25e-16,0.00058,0.104,1.26,1.5e-08,1.8,1.1,1.5e-08,25.0,2.66e-09
3.47e-08,3.78e-05,6.59e-17,1.19e-08,1.19e-16,0.851,2.25e-16,0.00102,0.138,1.38,1.5e-08,1.8,1.1,1.5e-08,14.5,7.07e-09
4.43e-08,6.23e-05,1.19e-17,1.11e-08,2.15e-17,0.884,2.25e-16,0.000791,0.12,1.32,1.5e-08,1.8,1.1,1.5e-08,25.0,7.07e-09
5.46e-10,2.52e-06,1.23e-08,1.1e-08,2.47e-09,0.177,2.03e-16,0.00217,0.117,1.31,1.5e-08,0.2,0.2,1.36e-08,3.9,1e-09
1.31e-09,8.33e-06,3.08e-08,1.03e-08,6.16e-09,0.18,2.03e-16,0.00157,0.101,1.25,1.5e-08,0.2,0.2,1.36e-08,14.5,1e-09
6.57e-10,3.37e-06,1.48e-08,1.07e-08,2.96e-09,0.178,2.03e-16,0.00195,0.111,1.29,1.5e-08,0.2,0.2,1.36e-08,14.5,2.66e-09
9.43e-10,5.57e-06,2.18e-08,1.04e-08,4.35e-09,0.179,2.03e-16,0.00169,0.104,1.26,1.5e-08,0.2,0.2,1.36e-08,25.0,2.66e-09
4.13e-10,1.48e-06,1.03e-08,1.19e-08,2.07e-09,0.172,2.03e-16,0.00279,0.138,1.38,1.5e-08,0.2,0.2,1.36e-08,14.5,7.07e-09
5.2e-10,2.31e-06,1.18e-08,1.11e-08,2.36e-09,0.176,2.03e-16,0.00225,0.12,1.32,1.5e-08,0.2,0.2,1.36e-08,25.0,7.07e-09
2.07e-09,1.4e-05,4.94e-08,1.02e-08,9.88e-09,0.18,2.03e-16,0.00148,0.0983,1.24,1.5e-08,0.2,0.2,1.36e-08,25.0,1e-09
4.13e-10,5.15e-09,1.92e-11,1.19e-08,3.85e-12,0.397,2.03e-16,0.801,0.138,1.38,1.5e-08,0.2,0.425,1.36e-08,14.5,7.07e-09
5.2e-10,7.63e-12,2.14e-14,1.11e-08,4.27e-15,0.626,2.03e-16,682.0,0.12,1.32,1.5e-08,0.2,0.65,1.36e-08,25.0,7.07e-09
4.13e-10,9.56e-12,3.57e-14,1.19e-08,7.13e-15,0.622,2.03e-16,432.0,0.138,1.38,1.5e-08,0.2,0.65,1.36e-08,14.5,7.07e-09
4.92e-09,3.19e-05,4.93e-08,1.1e-08,2.96e-08,0.13,2.03e-16,0.000515,0.117,1.31,1.5e-08,0.6,0.2,1.36e-08,3.9,1e-09
1.18e-08,0.000113,1.07e-07,1.03e-08,6.39e-08,0.139,2.03e-16,0.000349,0.101,1.25,1.5e-08,0.6,0.2,1.36e-08,14.5,1e-09
1.86e-08,0.000191,1.67e-07,1.02e-08,1e-07,0.141,2.03e-16,0.000326,0.0983,1.24,1.5e-08,0.6,0.2,1.36e-08,25.0,1e-09
8.48e-09,7.43e-05,7.75e-08,1.04e-08,4.65e-08,0.138,2.03e-16,0.000381,0.104,1.26,1.5e-08,0.6,0.2,1.36e-08,25.0,2.66e-09
5.91e-09,4.38e-05,5.6e-08,1.07e-08,3.36e-08,0.133,2.03e-16,0.000451,0.111,1.29,1.5e-08,0.6,0.2,1.36e-08,14.5,2.66e-09
4.68e-09,2.9e-05,4.79e-08,1.11e-08,2.88e-08,0.128,2.03e-16,0.000538,0.12,1.32,1.5e-08,0.6,0.2,1.36e-08,25.0,7.07e-09
3.71e-09,1.74e-05,4.79e-08,1.19e-08,2.88e-08,0.117,2.03e-16,0.000712,0.138,1.38,1.5e-08,0.6,0.2,1.36e-08,14.5,7.07e-09
1.18e-08,5.76e-05,1.04e-10,1.03e-08,6.22e-11,0.364,2.03e-16,0.000681,0.101,1.25,1.5e-08,0.6,0.425,1.36e-08,14.5,1e-09
1.86e-08,9.74e-05,1.55e-10,1.02e-08,9.32e-11,0.366,2.03e-16,0.000638,0.0983,1.24,1.5e-08,0.6,0.425,1.36e-08,25.0,1e-09
5.91e-09,2.27e-05,6.51e-11,1.07e-08,3.91e-11,0.358,2.03e-16,0.00087,0.111,1.29,1.5e-08,0.6,0.425,1.36e-08,14.5,2.66e-09
8.48e-09,3.82e-05,7.99e-11,1.04e-08,4.79e-11,0.363,2.03e-16,0.000741,0.104,1.26,1.5e-08,0.6,0.425,1.36e-08,25.0,2.66e-09
4.68e-09,1.52e-05,6.51e-11,1.11e-08,3.91e-11,0.353,2.03e-16,0.00103,0.12,1.32,1.5e-08,0.6,0.425,1.36e-08,25.0,7.07e-09
3.71e-09,9.29e-06,9.05e-11,1.19e-08,5.43e-11,0.342,2.03e-16,0.00133,0.138,1.38,1.5e-08,0.6,0.425,1.36e-08,14.5,7.07e-09
4.92e-09,1.66e-05,6.41e-11,1.1e-08,3.85e-11,0.355,2.03e-16,0.000986,0.117,1.31,1.5e-08,0.6,0.425,1.36e-08,3.9,1e-09
4.92e-09,2.38e-06,8.26e-14,1.1e-08,4.96e-14,0.58,2.03e-16,0.00688,0.117,1.31,1.5e-08,0.6,0.65,1.36e-08,3.9,1e-09
5.91e-09,3.04e-06,7.51e-14,1.07e-08,4.51e-14,0.583,2.03e-16,0.00649,0.111,1.29,1.5e-08,0.6,0.65,1.36e-08,14.5,2.66e-09
8.48e-09,4.74e-06,8.17e-14,1.04e-08,4.9e-14,0.588,2.03e-16,0.00597,0.104,1.26,1.5e-08,0.6,0.65,1.36e-08,25.0,2.66e-09
4.68e-09,2.23e-06,8.75e-14,1.11e-08,5.25e-14,0.578,2.03e-16,0.007,0.12,1.32,1.5e-08,0.6,0.65,1.36e-08,25.0,7.07e-09
3.71e-09,1.62e-06,1.68e-13,1.19e-08,1.01e-13,0.567,2.03e-16,0.00765,0.138,1.38,1.5e-08,0.6,0.65,1.36e-08,14.5,7.07e-09
5.91e-09,5.92e-09,8.66e-17,1.07e-08,5.19e-17,0.808,2.03e-16,3.33,0.111,1.29,1.5e-08,0.6,0.875,1.36e-08,14.5,2.66e-09
3.71e-09,5.98e-09,3.11e-16,1.19e-08,1.86e-16,0.792,2.03e-16,2.07,0.138,1.38,1.5e-08,0.6,0.875,1.36e-08,14.5,7.07e-09
4.68e-09,5.34e-09,1.18e-16,1.11e-08,7.05e-17,0.803,2.03e-16,2.92,0.12,1.32,1.5e-08,0.6,0.875,1.36e-08,25.0,7.07e-09
3.71e-09,1.11e-11,5.75e-19,1.19e-08,3.45e-19,1.02,2.03e-16,1110.0,0.138,1.38,1.5e-08,0.6,1.1,1.36e-08,14.5,7.07e-09
4.68e-09,7.19e-12,1.58e-19,1.11e-08,9.49e-20,1.03,2.03e-16,2170.0,0.12,1.32,1.5e-08,0.6,1.1,1.36e-08,25.0,7.07e-09
3.27e-08,0.00022,0.00106,1.03e-08,0.00106,0.0992,2.03e-16,0.000297,0.101,1.25,1.5e-08,1.0,0.2,1.36e-08,14.5,1e-09
5.16e-08,0.000374,0.00101,1.02e-08,0.00101,0.102,2.03e-16,0.000278,0.0983,1.24,1.5e-08,1.0,0.2,1.36e-08,25.0,1e-09
2.36e-08,0.000145,2.72e-07,1.04e-08,2.72e-07,0.0959,2.03e-16,0.000325,0.104,1.26,1.5e-08,1.0,0.2,1.36e-08,25.0,2.66e-09
2.36e-08,0.000109,2.86e-10,1.04e-08,2.86e-10,0.321,2.03e-16,0.000432,0.104,1.26,1.5e-08,1.0,0.425,1.36e-08,25.0,2.66e-09
1.64e-08,6.44e-05,2.47e-10,1.07e-08,2.47e-10,0.314,2.03e-16,0.000511,0.111,1.29,1.5e-08,1.0,0.425,1.36e-08,14.5,2.66e-09
1.3e-08,4.28e-05,2.66e-10,1.11e-08,2.66e-10,0.305,2.03e-16,0.000609,0.12,1.32,1.5e-08,1.0,0.425,1.36e-08,25.0,7.07e-09
2.36e-08,7.3e-05,2.92e-13,1.04e-08,2.92e-13,0.546,2.03e-16,0.000646,0.104,1.26,1.5e-08,1.0,0.65,1.36e-08,25.0,2.66e-09
1.3e-08,2.89e-05,3.58e-13,1.11e-08,3.58e-13,0.53,2.03e-16,0.0009,0.12,1.32,1.5e-08,1.0,0.65,1.36e-08,25.0,7.07e-09
1.37e-08,1.64e-05,4.27e-16,1.1e-08,4.27e-16,0.758,2.03e-16,0.00166,0.117,1.31,1.5e-08,1.0,0.875,1.36e-08,3.9,1e-09
1.64e-08,4.33e-05,2.85e-13,1.07e-08,2.85e-13,0.539,2.03e-16,0.00076,0.111,1.29,1.5e-08,1.0,0.65,1.36e-08,14.5,2.66e-09
2.36e-08,3.68e-05,2.99e-16,1.04e-08,2.99e-16,0.771,2.03e-16,0.00128,0.104,1.26,1.5e-08,1.0,0.875,1.36e-08,25.0,2.66e-09
1.3e-08,1.51e-05,4.81e-16,1.11e-08,4.81e-16,0.755,2.03e-16,0.00173,0.12,1.32,1.5e-08,1.0,0.875,1.36e-08,25.0,7.07e-09
1.03e-08,1.76e-05,7.87e-13,1.19e-08,7.87e-13,0.512,2.03e-16,0.00117,0.138,1.38,1.5e-08,1.0,0.65,1.36e-08,14.5,7.07e-09
1.64e-08,2.22e-05,3.29e-16,1.07e-08,3.29e-16,0.764,2.03e-16,0.00148,0.111,1.29,1.5e-08,1.0,0.875,1.36e-08,14.5,2.66e-09
1.03e-08,9.48e-06,1.46e-15,1.19e-08,1.46e-15,0.737,2.03e-16,0.00218,0.138,1.38,1.5e-08,1.0,0.875,1.36e-08,14.5,7.07e-09
1.37e-08,2.25e-06,5.51e-19,1.1e-08,5.51e-19,0.983,2.03e-16,0.0121,0.117,1.31,1.5e-08,1.0,1.1,1.36e-08,3.9,1e-09
3.27e-08,5.6e-06,3.24e-19,1.03e-08,3.24e-19,0.999,2.03e-16,0.0117,0.101,1.25,1.5e-08,1.0,1.1,1.36e-08,14.5,1e-09
5.16e-08,8.94e-06,4.17e-19,1.02e-08,4.17e-19,1.0,2.03e-16,0.0116,0.0983,1.24,1.5e-08,1.0,1.1,1.36e-08,25.0,1e-09
2.36e-08,3.98e-06,3.06e-19,1.04e-08,3.06e-19,0.996,2.03e-16,0.0118,0.104,1.26,1.5e-08,1.0,1.1,1.36e-08,25.0,2.66e-09
1.64e-08,2.72e-06,3.79e-19,1.07e-08,3.79e-19,0.989,2.03e-16,0.0121,0.111,1.29,1.5e-08,1.0,1.1,1.36e-08,14.5,2.66e-09
1.03e-08,1.76e-06,2.7e-18,1.19e-08,2.7e-18,0.962,2.03e-16,0.0117,0.138,1.38,1.5e-08,1.0,1.1,1.36e-08,14.5,7.07e-09
1.01e-07,0.000556,1.26,1.02e-08,1.76,0.0624,2.03e-16,0.000261,0.0983,1.24,1.5e-08,1.4,0.2,1.36e-08,25.0,1e-09
1.3e-08,2.15e-06,6.45e-19,1.11e-08,6.45e-19,0.98,2.03e-16,0.0121,0.12,1.32,1.5e-08,1.0,1.1,1.36e-08,25.0,7.07e-09
4.62e-08,0.00018,1.02e-09,1.04e-08,1.43e-09,0.279,2.03e-16,0.000367,0.104,1.26,1.5e-08,1.4,0.425,1.36e-08,25.0,2.66e-09
4.62e-08,0.000216,9.14e-07,1.04e-08,1.28e-06,0.0543,2.03e-16,0.000306,0.104,1.26,1.5e-08,1.4,0.2,1.36e-08,25.0,2.66e-09
2.55e-08,5.65e-05,1.46e-12,1.11e-08,2.05e-12,0.482,2.03e-16,0.000645,0.12,1.32,1.5e-08,1.4,0.65,1.36e-08,25.0,7.07e-09
4.62e-08,0.000144,1.05e-12,1.04e-08,1.46e-12,0.504,2.03e-16,0.000459,0.104,1.26,1.5e-08,1.4,0.65,1.36e-08,25.0,2.66e-09
3.22e-08,8.5e-05,1.08e-12,1.07e-08,1.52e-12,0.495,2.03e-16,0.000542,0.111,1.29,1.5e-08,1.4,0.65,1.36e-08,14.5,2.66e-09
3.22e-08,6.39e-05,1.25e-15,1.07e-08,1.75e-15,0.72,2.03e-16,0.000721,0.111,1.29,1.5e-08,1.4,0.875,1.36e-08,14.5,2.66e-09
4.62e-08,0.000108,1.07e-15,1.04e-08,1.5e-15,0.729,2.03e-16,0.000612,0.104,1.26,1.5e-08,1.4,0.875,1.36e-08,25.0,2.66e-09
2.55e-08,4.26e-05,1.96e-15,1.11e-08,2.75e-15,0.707,2.03e-16,0.000854,0.12,1.32,1.5e-08,1.4,0.875,1.36e-08,25.0,7.07e-09
2.02e-08,2.59e-05,6.84e-15,1.19e-08,9.58e-15,0.681,2.03e-16,0.00112,0.138,1.38,1.5e-08,1.4,0.875,1.36e-08,14.5,7.07e-09
4.62e-08,7.17e-05,1.09e-18,1.04e-08,1.53e-18,0.954,2.03e-16,0.000921,0.104,1.26,1.5e-08,1.4,1.1,1.36e-08,25.0,2.66e-09
3.22e-08,4.27e-05,1.44e-18,1.07e-08,2.02e-18,0.945,2.03e-16,0.00108,0.111,1.29,1.5e-08,1.4,1.1,1.36e-08,14.5,2.66e-09
2.55e-08,2.88e-05,2.64e-18,1.11e-08,3.7e-18,0.932,2.03e-16,0.00127,0.12,1.32,1.5e-08,1.4,1.1,1.36e-08,25.0,7.07e-09
2.02e-08,1.78e-05,1.27e-17,1.19e-08,1.78e-17,0.906,2.03e-16,0.00163,0.138,1.38,1.5e-08,1.4,1.1,1.36e-08,14.5,7.07e-09
1.67e-07,0.000739,113.0,1.02e-08,204.0,0.0231,2.03e-16,0.000253,0.0983,1.24,1.5e-08,1.8,0.2,1.36e-08,25.0,1e-09
7.63e-08,0.000287,2.73e-06,1.04e-08,4.91e-06,0.0126,2.03e-16,0.000296,0.104,1.26,1.5e-08,1.8,0.2,1.36e-08,25.0,2.66e-09
