access_time (ns),result_read_dynamic (nJ),result_write_dynamic (nJ),result_leakage (mW),result_io_area,result_io_timing_margin,result_io_dynamic_power,result_io_phy_power,result_io_termination_power,validate_access_time (ns),validate_read_dynamic (nJ),validate_write_dynamic (nJ),validate_leakage (mW),validate_io_area,validate_io_timing,validate_io_power_dynamic,validate_io_power_phy,validate_io_power_termination_and_bias,transistor_size (um),is_cache
9.27689279792597,1.04709712932035,1.04695195074683,49.7457741754983,3.4290635294117644,-24.166666666666657,2102.936963190184,232.75200000000004,2061.3411441717794,7.07934,0.451633,0.442231,49.4541,inf,-14.1667,2408.16,232.752,2505.96,0.09,False
